# strain(%), energy_raw(eV), energy(eV)
0.41160000 -22367.43038907 0.07700793
0.41200000 -22367.42980538 0.07709746
0.41240000 -22367.42915469 0.07725351
0.41280000 -22367.42856403 0.07734905
0.41320000 -22367.42791964 0.07749784
0.41360000 -22367.42731823 0.07760317
0.41400000 -22367.42666825 0.07775659
0.41440000 -22367.42606881 0.07785899
0.41480000 -22367.42543293 0.07799734
0.41520000 -22367.42482860 0.07810368
0.41560000 -22367.42418689 0.07824691
0.41600000 -22367.42354896 0.07838588
0.41640000 -22367.42293716 0.07849824
0.41680000 -22367.42232041 0.07861507
0.41720000 -22367.42169769 0.07873739
0.41760000 -22367.42106301 0.07887118
0.41800000 -22367.42043438 0.07899846
0.41840000 -22367.41981205 0.07911895
0.41880000 -22367.41917415 0.07925452
0.41920000 -22367.41853645 0.07938943
0.41960000 -22367.41791523 0.07950737
0.42000000 -22367.41724842 0.07967042
0.42040000 -22367.41664235 0.07977225
0.42080000 -22367.41602610 0.07988377
0.42120000 -22367.41535620 0.08004848
0.42160000 -22367.41476438 0.08013462
0.42200000 -22367.41412587 0.08026697
0.42240000 -22367.41347664 0.08040956
0.42280000 -22367.41284990 0.08052918
0.42320000 -22367.41219888 0.08067260
0.42360000 -22367.41157199 0.08079141
0.42400000 -22367.41094593 0.08090891
0.42440000 -22367.41027500 0.08107080
0.42480000 -22367.40967837 0.08115790
0.42520000 -22367.40902794 0.08129834
0.42560000 -22367.40840640 0.08140940
0.42600000 -22367.40775816 0.08154668
0.42640000 -22367.40710433 0.08168906
0.42680000 -22367.40646882 0.08181265
0.42720000 -22367.40582354 0.08194554
0.42760000 -22367.40514557 0.08211063
0.42800000 -22367.40455926 0.08218357
0.42840000 -22367.40385687 0.08237213
0.42880000 -22367.40325891 0.08245576
0.42920000 -22367.40259465 0.08260522
0.42960000 -22367.40195348 0.08273112
0.43000000 -22367.40128810 0.08288074
0.43040000 -22367.40069642 0.08295617
0.43080000 -22367.40000357 0.08313231
0.43120000 -22367.39937403 0.08324464
0.43160000 -22367.39871927 0.08338172
0.43200000 -22367.39807656 0.08350628
0.43240000 -22367.39742300 0.08364120
0.43280000 -22367.39675660 0.08378848
0.43320000 -22367.39610608 0.08391940
0.43360000 -22367.39547791 0.08402749
0.43400000 -22367.39483204 0.08415280
0.43440000 -22367.39418236 0.08428144
0.43480000 -22367.39353340 0.08440887
0.43520000 -22367.39284293 0.08457735
0.43560000 -22367.39218631 0.08471149
0.43600000 -22367.39155556 0.08481928
0.43640000 -22367.39090134 0.08495006
0.43680000 -22367.39022977 0.08509771
0.43720000 -22367.38955013 0.08525295
0.43760000 -22367.38889864 0.08537956
0.43800000 -22367.38825156 0.08550128
0.43840000 -22367.38759802 0.08562898
0.43880000 -22367.38693825 0.08576243
0.43920000 -22367.38627655 0.08589732
0.43960000 -22367.38561162 0.08603498
0.44000000 -22367.38495152 0.08616732
0.44040000 -22367.38429021 0.08630039
0.44080000 -22367.38365793 0.08640395
0.44120000 -22367.38297598 0.08655670
0.44160000 -22367.38228834 0.08671466
0.44200000 -22367.38163401 0.08683883
0.44240000 -22367.38096284 0.08697935
0.44280000 -22367.38028963 0.08712145
0.44320000 -22367.37966038 0.08721910
0.44360000 -22367.37895973 0.08738767
0.44400000 -22367.37831832 0.08749652
0.44440000 -22367.37765447 0.08762733
0.44480000 -22367.37693287 0.08781541
0.44520000 -22367.37629046 0.08792382
0.44560000 -22367.37560973 0.08807007
0.44600000 -22367.37498399 0.08816085
0.44640000 -22367.37430864 0.08830076
0.44680000 -22367.37364389 0.08842959
0.44720000 -22367.37295716 0.08857992
0.44760000 -22367.37231263 0.08868757
0.44800000 -22367.37161610 0.08884674
0.44840000 -22367.37094022 0.08898478
0.44880000 -22367.37028242 0.08910425
0.44920000 -22367.36956114 0.08928674
0.44960000 -22367.36889900 0.08940960
0.45000000 -22367.36822810 0.08954074
0.45040000 -22367.36753100 0.08969759
0.45080000 -22367.36685462 0.08983325
0.45120000 -22367.36620216 0.08994451
0.45160000 -22367.36551963 0.09008537
0.45200000 -22367.36480492 0.09025792
0.45240000 -22367.36416916 0.09035103
0.45280000 -22367.36348239 0.09049469
0.45320000 -22367.36280435 0.09062913
0.45360000 -22367.36211668 0.09077272
0.45400000 -22367.36143728 0.09090756
0.45440000 -22367.36075100 0.09104880
0.45480000 -22367.36007551 0.09117877
0.45520000 -22367.35937545 0.09133282
0.45560000 -22367.35868891 0.09147289
0.45600000 -22367.35802712 0.09158772
0.45640000 -22367.35732001 0.09174739
0.45680000 -22367.35664081 0.09187867
0.45720000 -22367.35596512 0.09200595
0.45760000 -22367.35527964 0.09214256
0.45800000 -22367.35455212 0.09232071
0.45840000 -22367.35384773 0.09247527
0.45880000 -22367.35318062 0.09259205
0.45920000 -22367.35250875 0.09271313
0.45960000 -22367.35179193 0.09287867
0.46009000 -22367.35110798 0.09288665
0.46040000 -22367.35042196 0.09314464
0.46080000 -22367.34975056 0.09326332
0.46120000 -22367.34905690 0.09340378
0.46160000 -22367.34834987 0.09355713
0.46200000 -22367.34767096 0.09368188
0.46240000 -22367.34697828 0.09381992
0.46280000 -22367.34628022 0.09396286
0.46320000 -22367.34558199 0.09410549
0.46360000 -22367.34489578 0.09423562
0.46400000 -22367.34419654 0.09437830
0.46440000 -22367.34350912 0.09450868
0.46480000 -22367.34278112 0.09467916
0.46520000 -22367.34208684 0.09481543
0.46560000 -22367.34140272 0.09494108
0.46600000 -22367.34068638 0.09509845
0.46640000 -22367.33996813 0.09525726
0.46680000 -22367.33928150 0.09538398
0.46720000 -22367.33858778 0.09551730
0.46760000 -22367.33789835 0.09564584
0.46800000 -22367.33718599 0.09579685
0.46840000 -22367.33647065 0.09595035
0.46880000 -22367.33578943 0.09606925
0.46920000 -22367.33506101 0.09623487
0.46960000 -22367.33437428 0.09635832
0.47000000 -22367.33365022 0.09651862
0.47040000 -22367.33295430 0.09665030
0.47080000 -22367.33222996 0.09680992
0.47120000 -22367.33153791 0.09693677
0.47160000 -22367.33082559 0.09708341
0.47200000 -22367.33011679 0.09722605
0.47240000 -22367.32941408 0.09736211
0.47280000 -22367.32869167 0.09751740
0.47320000 -22367.32797893 0.09766255
0.47360000 -22367.32726910 0.09780430
0.47400000 -22367.32655707 0.09794777
0.47440000 -22367.32584059 0.09809521
0.47480000 -22367.32512497 0.09824131
0.47520000 -22367.32440935 0.09838692
0.47560000 -22367.32370356 0.09852224
0.47600000 -22367.32297692 0.09867792
0.47640000 -22367.32227176 0.09881164
0.47680000 -22367.32154428 0.09896720
0.47720000 -22367.32084001 0.09909907
0.47760000 -22367.32011772 0.09924848
0.47800000 -22367.31936764 0.09942519
0.47840000 -22367.31866909 0.09954991
0.47880000 -22367.31794242 0.09970226
0.47920000 -22367.31725526 0.09981462
0.47960000 -22367.31648884 0.10000576
0.48000000 -22367.31578580 0.10013304
0.48040000 -22367.31506356 0.10027904
0.48080000 -22367.31434542 0.10042046
0.48120000 -22367.31361670 0.10057198
0.48160000 -22367.31287796 0.10073304
0.48200000 -22367.31216329 0.10086954
0.48240000 -22367.31142120 0.10103300
0.48280000 -22367.31070011 0.10117497
0.48320000 -22367.30996437 0.10133111
0.48360000 -22367.30926278 0.10145262
0.48400000 -22367.30853420 0.10160064
0.48440000 -22367.30781374 0.10174006
0.48480000 -22367.30705451 0.10191777
0.48520000 -22367.30633710 0.10205318
0.48560000 -22367.30563530 0.10217250
0.48600000 -22367.30488952 0.10233532
0.48640000 -22367.30416911 0.10247229
0.48680000 -22367.30341161 0.10264587
0.48720000 -22367.30269791 0.10277517
0.48760000 -22367.30194603 0.10294217
0.48800000 -22367.30119783 0.10310501
0.48840000 -22367.30049671 0.10322029
0.48880000 -22367.29975107 0.10337961
0.48920000 -22367.29900580 0.10353808
0.48960000 -22367.29828340 0.10367320
0.49000000 -22367.29754347 0.10382536
0.49040000 -22367.29679510 0.10398550
0.49080000 -22367.29606512 0.10412676
0.49120000 -22367.29533247 0.10427020
0.49160000 -22367.29458666 0.10442634
0.49200000 -22367.29385770 0.10456514
0.49240000 -22367.29313570 0.10469650
0.49280000 -22367.29237278 0.10486830
0.49320000 -22367.29164572 0.10500376
0.49360000 -22367.29089251 0.10516489
0.49400000 -22367.29013279 0.10533205
0.49440000 -22367.28938758 0.10548422
0.49480000 -22367.28863799 0.10564029
0.49520000 -22367.28793095 0.10575333
0.49560000 -22367.28718030 0.10590950
0.49600000 -22367.28643605 0.10605879
0.49640000 -22367.28567521 0.10622419
0.49680000 -22367.28492756 0.10637592
0.49720000 -22367.28416938 0.10653770
0.49760000 -22367.28343389 0.10667631
0.49800000 -22367.28269035 0.10682249
0.49840000 -22367.28193510 0.10697990
0.49880000 -22367.28118336 0.10713332
0.49920000 -22367.28042936 0.10728851
0.49960000 -22367.27970753 0.10741107
0.50000000 -22367.27893547 0.10758337
0.50040000 -22367.27818471 0.10773389
0.50080000 -22367.27742332 0.10789456
0.50120000 -22367.27667805 0.10803862
0.50160000 -22367.27591520 0.10819980
0.50200000 -22367.27516609 0.10834674
0.50240000 -22367.27439636 0.10851383
0.50280000 -22367.27364122 0.10866585
0.50320000 -22367.27287509 0.10882839
0.50360000 -22367.27214803 0.10895137
0.50400000 -22367.27136370 0.10913114
0.50440000 -22367.27057382 0.10931598
0.50480000 -22367.26985805 0.10942623
0.50520000 -22367.26908620 0.10959208
0.50560000 -22367.26833484 0.10973696
0.50600000 -22367.26756565 0.10989918
0.50640000 -22367.26680037 0.11005703
0.50680000 -22367.26604254 0.11020694
0.50720000 -22367.26529319 0.11034789
0.50760000 -22367.26451518 0.11051702
0.50800000 -22367.26375923 0.11066360
0.50840000 -22367.26300672 0.11080628
0.50880000 -22367.26224460 0.11095808
0.50920000 -22367.26145137 0.11114051
0.50960000 -22367.26067640 0.11130420
0.51000000 -22367.25992946 0.11143938
0.51040000 -22367.25916790 0.11158870
0.51080000 -22367.25837916 0.11176472
0.51120000 -22367.25762759 0.11190309
0.51160000 -22367.25685772 0.11205928
0.51200000 -22367.25608437 0.11221847
0.51240000 -22367.25533249 0.11235571
0.51280000 -22367.25454068 0.11253240
0.51320000 -22367.25376593 0.11269154
0.51360000 -22367.25300235 0.11283905
0.51400000 -22367.25220716 0.11301767
0.51440000 -22367.25142397 0.11318382
0.51480000 -22367.25067357 0.11331671
0.51520000 -22367.24991027 0.11346201
0.51560000 -22367.24912264 0.11363116
0.51600000 -22367.24834213 0.11379271
0.51640000 -22367.24755545 0.11395994
0.51680000 -22367.24681837 0.11407710
0.51720000 -22367.24601534 0.11425974
0.51760000 -22367.24521941 0.11443479
0.51800000 -22367.24443768 0.11459516
0.51840000 -22367.24367216 0.11473884
0.51880000 -22367.24287600 0.11491267
0.51920000 -22367.24210373 0.11506215
0.51960000 -22367.24132584 0.11521676
0.52000000 -22367.24055262 0.11536622
0.52040000 -22367.23976099 0.11553360
0.52080000 -22367.23897086 0.11569902
0.52120000 -22367.23819834 0.11584634
0.52160000 -22367.23741513 0.11600386
0.52200000 -22367.23662023 0.11617260
0.52240000 -22367.23584665 0.11631955
0.52280000 -22367.23506723 0.11647185
0.52320000 -22367.23427628 0.11663520
0.52360000 -22367.23349236 0.11679104
0.52400000 -22367.23270195 0.11695289
0.52440000 -22367.23192528 0.11710052
0.52480000 -22367.23111849 0.11727779
0.52520000 -22367.23033871 0.11742756
0.52560000 -22367.22954120 0.11759459
0.52600000 -22367.22875258 0.11775226
0.52640000 -22367.22795882 0.11791458
0.52680000 -22367.22714840 0.11809308
0.52720000 -22367.22635419 0.11825489
0.52760000 -22367.22557611 0.11840009
0.52800000 -22367.22478745 0.11855539
0.52840000 -22367.22399649 0.11871251
0.52880000 -22367.22320730 0.11886738
0.52920000 -22367.22241159 0.11902829
0.52960000 -22367.22159168 0.11921292
0.53000000 -22367.22082393 0.11934491
0.53040000 -22367.22002321 0.11950938
0.53080000 -22367.21921792 0.11967796
0.53120000 -22367.21842407 0.11983460
0.53160000 -22367.21761432 0.12000668
0.53200000 -22367.21682810 0.12015474
0.53240000 -22367.21601481 0.12032938
0.53280000 -22367.21521861 0.12048646
0.53320000 -22367.21441375 0.12065173
0.53360000 -22367.21361174 0.12081366
0.53400000 -22367.21281878 0.12096606
0.53440000 -22367.21201141 0.12113239
0.53480000 -22367.21121901 0.12128327
0.53520000 -22367.21039457 0.12146571
0.53560000 -22367.20958653 0.12163126
0.53600000 -22367.20878192 0.12179292
0.53640000 -22367.20797078 0.12196062
0.53680000 -22367.20718821 0.12209927
0.53720000 -22367.20636503 0.12227805
0.53760000 -22367.20552645 0.12247174
0.53800000 -22367.20470283 0.12265001
0.53840000 -22367.20392797 0.12277903
0.53880000 -22367.20312284 0.12293784
0.53920000 -22367.20231117 0.12310271
0.53960000 -22367.20150849 0.12325811
0.54000000 -22367.20070559 0.12341325
0.54040000 -22367.19987286 0.12359773
0.54080000 -22367.19906975 0.12375213
0.54120000 -22367.19824373 0.12392895
0.54160000 -22367.19743432 0.12408868
0.54200000 -22367.19662275 0.12425009
0.54240000 -22367.19580570 0.12441650
0.54280000 -22367.19500335 0.12456773
0.54320000 -22367.19416916 0.12475031
0.54360000 -22367.19337244 0.12489496
0.54400000 -22367.19251555 0.12509929
0.54440000 -22367.19174493 0.12521687
0.54480000 -22367.19091282 0.12539546
0.54520000 -22367.19007064 0.12558364
0.54560000 -22367.18926406 0.12573574
0.54600000 -22367.18845959 0.12588525
0.54640000 -22367.18763254 0.12605686
0.54680000 -22367.18678739 0.12624608
0.54720000 -22367.18597847 0.12639861
0.54760000 -22367.18514153 0.12657867
0.54800000 -22367.18432274 0.12674010
0.54840000 -22367.18352587 0.12687913
0.54880000 -22367.18267843 0.12706825
0.54920000 -22367.18187974 0.12720814
0.54960000 -22367.18102417 0.12740443
0.55000000 -22367.18019864 0.12757020
0.55040000 -22367.17939385 0.12771475
0.55080000 -22367.17853019 0.12791768
0.55120000 -22367.17771762 0.12806906
0.55160000 -22367.17688722 0.12823778
0.55200000 -22367.17605386 0.12840898
0.55240000 -22367.17523097 0.12856922
0.55280000 -22367.17438066 0.12875642
0.55320000 -22367.17354247 0.12893101
0.55360000 -22367.17269845 0.12911095
0.55400000 -22367.17189087 0.12925397
0.55440000 -22367.17107418 0.12940562
0.55480000 -22367.17024001 0.12957426
0.55520000 -22367.16936944 0.12977883
0.55560000 -22367.16855810 0.12992370
0.55600000 -22367.16772274 0.13009210
0.55640000 -22367.16687675 0.13027065
0.55680000 -22367.16607421 0.13040526
0.55720000 -22367.16522265 0.13058843
0.55760000 -22367.16436534 0.13077686
0.55800000 -22367.16353770 0.13093514
0.55840000 -22367.16268061 0.13112239
0.55880000 -22367.16185831 0.13127436
0.55920000 -22367.16102283 0.13143904
0.55960000 -22367.16018523 0.13160537
0.56000000 -22367.15933934 0.13177949
0.56040000 -22367.15848980 0.13195680
0.56080000 -22367.15766499 0.13210889
0.56120000 -22367.15682064 0.13228004
0.56160000 -22367.15596699 0.13246001
0.56200000 -22367.15510503 0.13264781
0.56240000 -22367.15428768 0.13279052
0.56280000 -22367.15340826 0.13299482
0.56320000 -22367.15257634 0.13315113
0.56360000 -22367.15172587 0.13332553
0.56400000 -22367.15089244 0.13348239
0.56440000 -22367.15002537 0.13367243
0.56480000 -22367.14913636 0.13388392
0.56520000 -22367.14831381 0.13402847
0.56560000 -22367.14748689 0.13417691
0.56600000 -22367.14663836 0.13434648
0.56640000 -22367.14578497 0.13452042
0.56680000 -22367.14492522 0.13470025
0.56720000 -22367.14406815 0.13487692
0.56760000 -22367.14322498 0.13503922
0.56800000 -22367.14237230 0.13521054
0.56840000 -22367.14150804 0.13539296
0.56880000 -22367.14065758 0.13556110
0.56920000 -22367.13978608 0.13574980
0.56960000 -22367.13896046 0.13589214
0.57000000 -22367.13808117 0.13608767
0.57040000 -22367.13725131 0.13623329
0.57080000 -22367.13638371 0.13641617
0.57120000 -22367.13550621 0.13660847
0.57160000 -22367.13466366 0.13676534
0.57200000 -22367.13378873 0.13695411
0.57240000 -22367.13292026 0.13713593
0.57280000 -22367.13204644 0.13732263
0.57320000 -22367.13119535 0.13748613
0.57360000 -22367.13035994 0.13763346
0.57400000 -22367.12949245 0.13781239
0.57440000 -22367.12861559 0.13800021
0.57480000 -22367.12774683 0.13817945
0.57520000 -22367.12687159 0.13836469
0.57560000 -22367.12603477 0.13851103
0.57600000 -22367.12516510 0.13868974
0.57640000 -22367.12428549 0.13887791
0.57680000 -22367.12341427 0.13905720
0.57720000 -22367.12255258 0.13922650
0.57760000 -22367.12168213 0.13940407
0.57800000 -22367.12082078 0.13957206
0.57840000 -22367.11995786 0.13974114
0.57880000 -22367.11907908 0.13992560
0.57920000 -22367.11818656 0.14012332
0.57960000 -22367.11732049 0.14029411
0.58000000 -22367.11644509 0.14047375
0.58040000 -22367.11558215 0.14064045
0.58080000 -22367.11470796 0.14081792
0.58120000 -22367.11382355 0.14100512
0.58160000 -22367.11297075 0.14116024
0.58200000 -22367.11207396 0.14135888
0.58240000 -22367.11121687 0.14151732
0.58280000 -22367.11035622 0.14167886
0.58320000 -22367.10948050 0.14185498
0.58360000 -22367.10858957 0.14204583
0.58400000 -22367.10770334 0.14223150
0.58440000 -22367.10678542 0.14244838
0.58480000 -22367.10597646 0.14255582
0.58520000 -22367.10506033 0.14276995
0.58560000 -22367.10419501 0.14293279
0.58600000 -22367.10328852 0.14313632
0.58640000 -22367.10241768 0.14330371
0.58680000 -22367.10153206 0.14348541
0.58720000 -22367.10066043 0.14365265
0.58760000 -22367.09976116 0.14384704
0.58800000 -22367.09892651 0.14397633
0.58840000 -22367.09800298 0.14419402
0.58880000 -22367.09710757 0.14438311
0.58920000 -22367.09623389 0.14454999
0.58960000 -22367.09533834 0.14473825
0.59000000 -22367.09446357 0.14490527
0.59040000 -22367.09355147 0.14510913
0.59080000 -22367.09266876 0.14528312
0.59120000 -22367.09179279 0.14544989
0.59160000 -22367.09090150 0.14563150
0.59200000 -22367.08999246 0.14583037
0.59240000 -22367.08911632 0.14599588
0.59280000 -22367.08820583 0.14619524
0.59320000 -22367.08734823 0.14634125
0.59360000 -22367.08644215 0.14653524
0.59400000 -22367.08554900 0.14671584
0.59440000 -22367.08464501 0.14690679
0.59480000 -22367.08374079 0.14709748
0.59520000 -22367.08284279 0.14728149
0.59560000 -22367.08194539 0.14746441
0.59600000 -22367.08106039 0.14763445
0.59640000 -22367.08016554 0.14781386
0.59680000 -22367.07926540 0.14799808
0.59720000 -22367.07838601 0.14816106
0.59760000 -22367.07747980 0.14835039
0.59800000 -22367.07655717 0.14855567
0.59840000 -22367.07567682 0.14871818
0.59880000 -22367.07477147 0.14890521
0.59920000 -22367.07387005 0.14908783
0.59960000 -22367.07297831 0.14926028
0.60000000 -22367.07204847 0.14947037
0.60040000 -22367.07117367 0.14962493
0.60080000 -22367.07024778 0.14983010
0.60120000 -22367.06936369 0.14999299
0.60160000 -22367.06846049 0.15017451
0.60200000 -22367.06754147 0.15037137
0.60240000 -22367.06663071 0.15055949
0.60280000 -22367.06571996 0.15074711
0.60320000 -22367.06482785 0.15091562
0.60360000 -22367.06391350 0.15110590
0.60400000 -22367.06298030 0.15131454
0.60440000 -22367.06208180 0.15148799
0.60480000 -22367.06118499 0.15165929
0.60520000 -22367.06026689 0.15185139
0.60560000 -22367.05934613 0.15204567
0.60600000 -22367.05840961 0.15225523
0.60640000 -22367.05750519 0.15243221
0.60680000 -22367.05660535 0.15260413
0.60720000 -22367.05570615 0.15277493
0.60760000 -22367.05479501 0.15295719
0.60800000 -22367.05386896 0.15315388
0.60840000 -22367.05296162 0.15333138
0.60880000 -22367.05204734 0.15351534
0.60920000 -22367.05112862 0.15370326
0.60960000 -22367.05020164 0.15389896
0.61000000 -22367.04926256 0.15410628
0.61040000 -22367.04837834 0.15425826
0.61080000 -22367.04743858 0.15446530
0.61120000 -22367.04653899 0.15463169
0.61160000 -22367.04560508 0.15483192
0.61200000 -22367.04470488 0.15499796
0.61240000 -22367.04376809 0.15520011
0.61280000 -22367.04283697 0.15539611
0.61320000 -22367.04191971 0.15557777
0.61360000 -22367.04096356 0.15579783
0.61400000 -22367.04007129 0.15595355
0.61440000 -22367.03914026 0.15614754
0.61480000 -22367.03821028 0.15634000
0.61520000 -22367.03730862 0.15650366
0.61560000 -22367.03635433 0.15671947
0.61600000 -22367.03544673 0.15688810
0.61640000 -22367.03449538 0.15710002
0.61680000 -22367.03358151 0.15727397
0.61720000 -22367.03267184 0.15744324
0.61760000 -22367.03171947 0.15765473
0.61800000 -22367.03079634 0.15783650
0.61840000 -22367.02986130 0.15802970
0.61880000 -22367.02894643 0.15820225
0.61920000 -22367.02800474 0.15840114
0.61960000 -22367.02707322 0.15858937
0.62000000 -22367.02614258 0.15877625
0.62040000 -22367.02522265 0.15895195
0.62080000 -22367.02425379 0.15917609
0.62120000 -22367.02331632 0.15936836
0.62160000 -22367.02240289 0.15953611
0.62200000 -22367.02147470 0.15971813
0.62240000 -22367.02050442 0.15994178
0.62280000 -22367.01958464 0.16011444
0.62320000 -22367.01863756 0.16031392
0.62360000 -22367.01770850 0.16049490
0.62400000 -22367.01677802 0.16067682
0.62440000 -22367.01583579 0.16087001
0.62480000 -22367.01490467 0.16105161
0.62520000 -22367.01395182 0.16125446
0.62560000 -22367.01300105 0.16145475
0.62600000 -22367.01206990 0.16163493
0.62640000 -22367.01110943 0.16184397
0.62680000 -22367.01017007 0.16203141
0.62720000 -22367.00921466 0.16223442
0.62760000 -22367.00828359 0.16241261
0.62800000 -22367.00732631 0.16261653
0.62840000 -22367.00640303 0.16278597
0.62880000 -22367.00545517 0.16297951
0.62920000 -22367.00450670 0.16317318
0.62960000 -22367.00354169 0.16338291
0.63000000 -22367.00259740 0.16357144
0.63040000 -22367.00162611 0.16378649
0.63080000 -22367.00070678 0.16394910
0.63120000 -22366.99974414 0.16415454
0.63160000 -22366.99880378 0.16433722
0.63200000 -22366.99785583 0.16452701
0.63240000 -22366.99689443 0.16472977
0.63280000 -22366.99594858 0.16491650
0.63320000 -22366.99499608 0.16510940
0.63360000 -22366.99403052 0.16531488
0.63400000 -22366.99306983 0.16551500
0.63440000 -22366.99211535 0.16570845
0.63480000 -22366.99117669 0.16588558
0.63520000 -22366.99020310 0.16609718
0.63560000 -22366.98926831 0.16626949
0.63600000 -22366.98831001 0.16646483
0.63640000 -22366.98735328 0.16665812
0.63680000 -22366.98638100 0.16686647
0.63720000 -22366.98541568 0.16706740
0.63760000 -22366.98446569 0.16725251
0.63800000 -22366.98351495 0.16743788
0.63840000 -22366.98251992 0.16766707
0.63880000 -22366.98158498 0.16783570
0.63920000 -22366.98060274 0.16805114
0.63960000 -22366.97964842 0.16823818
0.64000000 -22366.97868552 0.16843332
0.64040000 -22366.97772273 0.16862787
0.64080000 -22366.97678270 0.16879918
0.64120000 -22366.97578439 0.16902829
0.64160000 -22366.97482819 0.16921481
0.64200000 -22366.97386484 0.16940800
0.64240000 -22366.97288630 0.16961590
0.64280000 -22366.97190870 0.16982238
0.64320000 -22366.97095736 0.17000211
0.64360000 -22366.96999958 0.17018782
0.64400000 -22366.96901657 0.17039827
0.64440000 -22366.96804945 0.17059235
0.64480000 -22366.96708059 0.17078769
0.64520000 -22366.96608914 0.17100513
0.64560000 -22366.96513217 0.17118763
0.64600000 -22366.96415894 0.17138590
0.64640000 -22366.96318618 0.17158322
0.64680000 -22366.96221944 0.17177404
0.64720000 -22366.96121839 0.17199869
0.64760000 -22366.96025155 0.17218865
0.64800000 -22366.95928645 0.17237639
0.64840000 -22366.95832405 0.17256094
0.64880000 -22366.95733514 0.17277153
0.64920000 -22366.95635502 0.17297286
0.64960000 -22366.95537598 0.17317262
0.65000000 -22366.95439756 0.17337128
0.65040000 -22366.95342481 0.17356379
0.65080000 -22366.95243048 0.17377740
0.65120000 -22366.95144603 0.17398065
0.65160000 -22366.95049593 0.17414907
0.65200000 -22366.94949255 0.17437029
0.65240000 -22366.94852073 0.17455947
0.65280000 -22366.94753460 0.17476248
0.65320000 -22366.94654414 0.17496934
0.65360000 -22366.94556096 0.17516844
0.65400000 -22366.94457471 0.17537013
0.65440000 -22366.94360142 0.17555838
0.65480000 -22366.94259899 0.17577529
0.65520000 -22366.94162186 0.17596642
0.65560000 -22366.94063015 0.17617164
0.65600000 -22366.93964238 0.17637245
0.65640000 -22366.93866375 0.17656364
0.65680000 -22366.93767064 0.17676884
0.65720000 -22366.93670846 0.17694262
0.65760000 -22366.93569255 0.17716964
0.65800000 -22366.93469390 0.17737894
