# strain(%), strain_el(%), stress(GPa)
0.03720000 0.03975878 0.03092776
0.03760000 0.03982873 0.03098199
0.03800000 0.04033598 0.03137528
0.03840000 0.04065542 0.03162295
0.03880000 0.04102355 0.03190838
0.03920000 0.04136842 0.03217577
0.03960000 0.04171563 0.03244498
0.04000000 0.04207534 0.03272387
0.04040000 0.04255508 0.03309583
0.04080000 0.04307671 0.03350027
0.04120000 0.04344318 0.03378441
0.04160000 0.04377611 0.03404254
0.04200000 0.04398229 0.03420240
0.04240000 0.04175095 0.03247236
0.04280000 0.04216602 0.03279418
0.04320000 0.04238333 0.03296267
0.04360000 0.04293564 0.03339089
0.04400000 0.04301221 0.03345026
0.04440000 0.04477028 0.03481335
0.04480000 0.04526319 0.03519552
0.04520000 0.04562360 0.03547497
0.04560000 0.04590770 0.03569524
0.04600000 0.04533407 0.03525049
0.04640000 0.04578343 0.03559889
0.04680000 0.04612643 0.03586483
0.04720000 0.04621825 0.03593602
0.04760000 0.04683708 0.03641582
0.04800000 0.04716595 0.03667081
0.04840000 0.04829076 0.03754291
0.04880000 0.04803558 0.03734507
0.04920000 0.05230649 0.04065646
0.04960000 0.05251661 0.04081937
0.05000000 0.05273369 0.04098768
0.05040000 0.05265284 0.04092499
0.05080000 0.05300391 0.04119719
0.05120000 0.05331561 0.04143886
0.05160000 0.05376405 0.04178655
0.05200000 0.05419367 0.04211965
0.05240000 0.05521984 0.04291528
0.05280000 0.05611661 0.04361058
0.05320000 0.05639131 0.04382356
0.05360000 0.05660314 0.04398781
0.05400000 0.05685280 0.04418138
0.05440000 0.05705305 0.04433663
0.05480000 0.05733196 0.04455289
0.05520000 0.05740583 0.04461016
0.05560000 0.05782254 0.04493325
0.05600000 0.05507396 0.04280218
0.05640000 0.05577613 0.04334659
0.05680000 0.05608271 0.04358430
0.05720000 0.05648032 0.04389258
0.05760000 0.06063749 0.04711578
0.05800000 0.06141300 0.04771707
0.05840000 0.06174037 0.04797089
0.05880000 0.06174191 0.04797208
0.05920000 0.06161510 0.04787376
0.05960000 0.06183882 0.04804722
0.06000000 0.06218796 0.04831792
0.06040000 0.06255713 0.04860415
0.06080000 0.06322634 0.04912301
0.06120000 0.06415373 0.04984206
0.06160000 0.06465493 0.05023065
0.06200000 0.06562960 0.05098635
0.06240000 0.06549958 0.05088554
0.06280000 0.06592539 0.05121569
0.06320000 0.06562030 0.05097914
0.06360000 0.06578362 0.05110577
0.06400000 0.06617669 0.05141053
0.06440000 0.06668106 0.05180158
0.06480000 0.06731810 0.05229550
0.06520000 0.06725787 0.05224881
0.06560000 0.06885295 0.05348553
0.06600000 0.06794061 0.05277816
0.06640000 0.06545530 0.05085121
0.06680000 0.06577268 0.05109729
0.06720000 0.06644023 0.05161486
0.06760000 0.06674867 0.05185401
0.06800000 0.06699659 0.05204623
0.06840000 0.06754659 0.05247266
0.06880000 0.06778587 0.05265818
0.06920000 0.06789855 0.05274555
0.06960000 0.06873655 0.05339528
0.07000000 0.06909247 0.05367124
0.07040000 0.07340423 0.05701431
0.07080000 0.07348156 0.05707426
0.07120000 0.07358498 0.05715444
0.07160000 0.07393611 0.05742669
0.07200000 0.07382955 0.05734408
0.07240000 0.07144976 0.05549893
0.07280000 0.07203037 0.05594910
0.07320000 0.07227188 0.05613636
0.07360000 0.07268445 0.05645623
0.07400000 0.07301911 0.05671571
0.07440000 0.07367538 0.05722454
0.07480000 0.07414813 0.05759108
0.07520000 0.07457324 0.05792068
0.07560000 0.07458109 0.05792677
0.07600000 0.07513066 0.05835287
0.07640000 0.07550281 0.05864142
0.07680000 0.07716944 0.05993361
0.07720000 0.07724458 0.05999187
0.07760000 0.07684238 0.05968003
0.07800000 0.07728782 0.06002540
0.07840000 0.07737098 0.06008987
0.07880000 0.07775419 0.06038699
0.07920000 0.07810668 0.06066029
0.07960000 0.07907480 0.06141090
0.08000000 0.07921880 0.06152255
0.08040000 0.07953835 0.06177031
0.08080000 0.07974722 0.06193226
0.08120000 0.08036769 0.06241333
0.08160000 0.08070513 0.06267496
0.08200000 0.08110055 0.06298154
0.08240000 0.08157025 0.06334572
0.08280000 0.08195165 0.06364144
0.08320000 0.08228437 0.06389940
0.08360000 0.08271452 0.06423292
0.08400000 0.08616835 0.06691079
0.08440000 0.08645895 0.06713611
0.08480000 0.08703352 0.06758159
0.08520000 0.08741860 0.06788016
0.08560000 0.08780837 0.06818236
0.08600000 0.08490943 0.06593471
0.08640000 0.08546666 0.06636675
0.08680000 0.08595525 0.06674557
0.08720000 0.08638950 0.06708226
0.08760000 0.08675053 0.06736218
0.08800000 0.08810839 0.06841498
0.08840000 0.08735472 0.06783063
0.08880000 0.08790963 0.06826087
0.08920000 0.08820790 0.06849214
0.08960000 0.08854848 0.06875620
0.09000000 0.08883790 0.06898060
0.09040000 0.08918774 0.06925184
0.09080000 0.09006726 0.06993376
0.09120000 0.09019234 0.07003074
0.09160000 0.09057125 0.07032452
0.09200000 0.09114999 0.07077325
0.09240000 0.09142076 0.07098318
0.09280000 0.09182718 0.07129829
0.09320000 0.09614950 0.07464954
0.09360000 0.09666513 0.07504934
0.09400000 0.09708768 0.07537695
0.09440000 0.09732291 0.07555934
0.09480000 0.09700046 0.07530933
0.09520000 0.09739575 0.07561581
0.09560000 0.09788575 0.07599573
0.09600000 0.09831849 0.07633124
0.09640000 0.09548593 0.07413506
0.09680000 0.09583371 0.07440470
0.09720000 0.09626770 0.07474119
0.09760000 0.09661690 0.07501194
0.09800000 0.10031996 0.07788305
0.09840000 0.10068541 0.07816640
0.09880000 0.10096403 0.07838243
0.09920000 0.09817084 0.07621676
0.09960000 0.09861801 0.07656347
0.10000000 0.09890215 0.07678378
0.10040000 0.09931618 0.07710479
0.10080000 0.09992915 0.07758005
0.10120000 0.10029206 0.07786143
0.10160000 0.10053881 0.07805274
0.10200000 0.10085301 0.07829635
0.10240000 0.10141660 0.07873333
0.10280000 0.10179661 0.07902795
0.10320000 0.10210089 0.07926388
0.10360000 0.10256830 0.07962628
0.10400000 0.10293971 0.07991424
0.10440000 0.10328039 0.08017839
0.10480000 0.10381270 0.08059111
0.10520000 0.10423068 0.08091518
0.10560000 0.10453874 0.08115403
0.10600000 0.10516161 0.08163696
0.10640000 0.10546345 0.08187100
0.10680000 0.10576988 0.08210858
0.10720000 0.10616723 0.08241666
0.10760000 0.10657516 0.08273294
0.10800000 0.10692811 0.08300660
0.10840000 0.10703092 0.08308631
0.10880000 0.10760310 0.08352994
0.10920000 0.10817680 0.08397476
0.10960000 0.10856791 0.08427799
0.11000000 0.10908313 0.08467746
0.11040000 0.10920814 0.08477439
0.11080000 0.10971778 0.08516953
0.11120000 0.11013329 0.08549169
0.11160000 0.11065553 0.08589660
0.11200000 0.11098833 0.08615464
0.11240000 0.11148166 0.08653713
0.11280000 0.11166496 0.08667925
0.11320000 0.11222864 0.08711629
0.11360000 0.11252256 0.08734418
0.11400000 0.11294923 0.08767500
0.11440000 0.11334015 0.08797809
0.11480000 0.11358803 0.08817028
0.11520000 0.11424009 0.08867584
0.11560000 0.11448513 0.08886583
0.11600000 0.11476587 0.08908350
0.11640000 0.11516081 0.08938971
0.11680000 0.11574577 0.08984325
0.11720000 0.11621379 0.09020613
0.11760000 0.11989859 0.09306309
0.11800000 0.12011203 0.09322857
0.11840000 0.12061163 0.09361593
0.11880000 0.12100342 0.09391970
0.11920000 0.12146286 0.09427592
0.11960000 0.12193864 0.09464481
0.12000000 0.12240790 0.09500864
0.12040000 0.12305987 0.09551414
0.12080000 0.12362234 0.09595025
0.12120000 0.12397482 0.09622354
0.12160000 0.12452541 0.09665043
0.12200000 0.12486601 0.09691450
0.12240000 0.12511869 0.09711042
0.12280000 0.12521761 0.09718712
0.12320000 0.12543523 0.09735584
0.12360000 0.12603423 0.09782027
0.12400000 0.12627903 0.09801008
0.12440000 0.12648570 0.09817031
0.12480000 0.12375640 0.09605419
0.12520000 0.12408833 0.09631154
0.12560000 0.12448174 0.09661657
0.12600000 0.12476757 0.09683818
0.12640000 0.12598940 0.09778551
0.12680000 0.12569144 0.09755450
0.12720000 0.12607156 0.09784921
0.12760000 0.12636323 0.09807536
0.12800000 0.12655172 0.09822150
0.12840000 0.12731516 0.09881343
0.12880000 0.12791290 0.09927687
0.12920000 0.12815959 0.09946814
0.12960000 0.12818648 0.09948899
0.13000000 0.12856771 0.09978457
0.13040000 0.12923501 0.10030195
0.13080000 0.12959579 0.10058168
0.13120000 0.13024621 0.10108597
0.13160000 0.13046391 0.10125477
0.13200000 0.13071664 0.10145072
0.13240000 0.13147519 0.10203885
0.13280000 0.13179763 0.10228885
0.13320000 0.13177039 0.10226772
0.13360000 0.13241342 0.10276629
0.13400000 0.13288213 0.10312970
0.13440000 0.13323991 0.10340710
0.13480000 0.13376761 0.10381624
0.13520000 0.13424879 0.10418932
0.13560000 0.13462293 0.10447941
0.13600000 0.13501226 0.10478127
0.13640000 0.13518515 0.10491532
0.13680000 0.13569448 0.10531022
0.13720000 0.13605115 0.10558676
0.13760000 0.13628060 0.10576466
0.13800000 0.13650936 0.10594202
0.13840000 0.13741542 0.10664453
0.13880000 0.13778971 0.10693472
0.13920000 0.13815563 0.10721844
0.13960000 0.13819453 0.10724860
0.14000000 0.13883910 0.10774835
0.14040000 0.13897998 0.10785759
0.14080000 0.13924797 0.10806537
0.14120000 0.13986552 0.10854418
0.14160000 0.14044675 0.10899483
0.14200000 0.14076836 0.10924418
0.14240000 0.14117225 0.10955734
0.14280000 0.14163953 0.10991964
0.14320000 0.14204203 0.11023170
0.14360000 0.14242706 0.11053023
0.14400000 0.14292162 0.11091368
0.14440000 0.14311411 0.11106293
0.14480000 0.14352933 0.11138487
0.14520000 0.14386119 0.11164217
0.14560000 0.14438940 0.11205171
0.14600000 0.14477955 0.11235421
0.14640000 0.14520152 0.11268137
0.14680000 0.14550290 0.11291505
0.14720000 0.14581371 0.11315603
0.14760000 0.14637736 0.11359305
0.14800000 0.14680145 0.11392185
0.14840000 0.14708856 0.11414447
0.14880000 0.14747351 0.11444293
0.14920000 0.14805307 0.11489229
0.14960000 0.14847631 0.11522044
0.15000000 0.14874325 0.11542741
0.15040000 0.14908617 0.11569329
0.15080000 0.14951472 0.11602555
0.15120000 0.14980140 0.11624783
0.15160000 0.15026703 0.11660885
0.15200000 0.15066258 0.11691553
0.15240000 0.15128699 0.11739966
0.15280000 0.15152727 0.11758596
0.15320000 0.15196769 0.11792743
0.15360000 0.15248572 0.11832908
0.15400000 0.15285499 0.11861539
0.15440000 0.15298430 0.11871565
0.15480000 0.15348426 0.11910328
0.15520000 0.15411213 0.11959009
0.15560000 0.15422897 0.11968068
0.15600000 0.15456027 0.11993756
0.15640000 0.15508141 0.12034162
0.15680000 0.15536154 0.12055881
0.15720000 0.15556251 0.12071463
0.15760000 0.15617024 0.12118583
0.15800000 0.15661246 0.12152869
0.15840000 0.15707499 0.12188731
0.15880000 0.15743168 0.12216387
0.15920000 0.15786371 0.12249884
0.15960000 0.15796502 0.12257739
0.16000000 0.15848947 0.12298401
0.16040000 0.15911203 0.12346670
0.16080000 0.15949138 0.12376083
0.16120000 0.15999266 0.12414949
0.16160000 0.16043009 0.12448864
0.16200000 0.16070419 0.12470116
0.16240000 0.16117747 0.12506811
0.16280000 0.16146475 0.12529085
0.16320000 0.16189629 0.12562544
0.16360000 0.16579854 0.12865100
0.16400000 0.16620914 0.12896935
0.16440000 0.16668400 0.12933753
0.16480000 0.16706744 0.12963482
0.16520000 0.16782925 0.13022548
0.16560000 0.16766606 0.13009895
0.16600000 0.16916852 0.13126387
0.16640000 0.16854709 0.13078205
0.16680000 0.16899580 0.13112995
0.16720000 0.16921120 0.13129696
0.16760000 0.16976497 0.13172632
0.16800000 0.17028899 0.13213261
0.16840000 0.16750913 0.12997728
0.16880000 0.16718363 0.12972491
0.16920000 0.16795354 0.13032185
0.16960000 0.16812781 0.13045697
0.17000000 0.16880911 0.13098520
0.17040000 0.17253613 0.13387490
0.17080000 0.17287750 0.13413958
0.17120000 0.17343892 0.13457487
0.17160000 0.17374189 0.13480977
0.17200000 0.17061455 0.13238503
0.17240000 0.17113237 0.13278651
0.17280000 0.17156051 0.13311846
0.17320000 0.17179811 0.13330268
0.17360000 0.17206075 0.13350632
0.17400000 0.17233340 0.13371771
0.17440000 0.17278420 0.13406724
0.17480000 0.17338875 0.13453596
0.17520000 0.17379355 0.13484982
0.17560000 0.17445156 0.13536000
0.17600000 0.17462857 0.13549724
0.17640000 0.17836963 0.13839783
0.17680000 0.17885377 0.13877319
0.17720000 0.17575454 0.13637025
0.17760000 0.17602293 0.13657835
0.17800000 0.17628357 0.13678043
0.17840000 0.17674443 0.13713775
0.17880000 0.17728342 0.13755565
0.17920000 0.17740471 0.13764969
0.17960000 0.17789334 0.13802854
0.18000000 0.17857563 0.13855754
0.18040000 0.17917883 0.13902523
0.18080000 0.17946386 0.13924622
0.18120000 0.17987958 0.13956854
0.18160000 0.18019189 0.13981069
0.18200000 0.18053225 0.14007459
0.18240000 0.18094211 0.14039236
0.18280000 0.18491378 0.14347174
0.18320000 0.18530058 0.14377164
0.18360000 0.18592132 0.14425293
0.18400000 0.18272534 0.14177497
0.18440000 0.18297136 0.14196572
0.18480000 0.18337838 0.14228129
0.18520000 0.18382948 0.14263105
0.18560000 0.18381967 0.14262344
0.18600000 0.18425880 0.14296391
0.18640000 0.18775592 0.14567536
0.18680000 0.18873213 0.14643225
0.18720000 0.18914939 0.14675577
0.18760000 0.18955560 0.14707072
0.18800000 0.19019101 0.14756337
0.18840000 0.19059294 0.14787500
0.18880000 0.19081324 0.14804581
0.18920000 0.18751119 0.14548561
0.18960000 0.18788314 0.14577400
0.19000000 0.18858677 0.14631955
0.19040000 0.18887903 0.14654615
0.19080000 0.18945973 0.14699639
0.19120000 0.18968675 0.14717240
0.19160000 0.18989147 0.14733113
0.19200000 0.19025818 0.14761545
0.19240000 0.19096016 0.14815973
0.19280000 0.19150601 0.14858294
0.19320000 0.19174337 0.14876698
0.19360000 0.19202487 0.14898523
0.19400000 0.19237744 0.14925859
0.19440000 0.19262033 0.14944691
0.19480000 0.19317104 0.14987390
0.19520000 0.19372087 0.15030020
0.19560000 0.19412952 0.15061705
0.19600000 0.19434686 0.15078555
0.19640000 0.19478799 0.15112758
0.19680000 0.19540444 0.15160554
0.19720000 0.19548005 0.15166416
0.19760000 0.19592847 0.15201183
0.19800000 0.19639037 0.15236997
0.19840000 0.19656695 0.15250688
0.19880000 0.19728812 0.15306602
0.19920000 0.19761086 0.15331625
0.19960000 0.19782823 0.15348479
0.20000000 0.19845997 0.15397460
0.20040000 0.19888149 0.15430142
0.20080000 0.19927700 0.15460808
0.20120000 0.19971242 0.15494567
0.20160000 0.20004012 0.15519975
0.20200000 0.20014518 0.15528121
0.20240000 0.20065746 0.15567840
0.20280000 0.20118241 0.15608541
0.20320000 0.20160777 0.15641521
0.20360000 0.20220885 0.15688125
0.20400000 0.20260086 0.15718519
0.20440000 0.20280358 0.15734236
0.20480000 0.20323046 0.15767333
0.20520000 0.20372844 0.15805944
0.20560000 0.20410518 0.15835154
0.20600000 0.20415371 0.15838917
0.20640000 0.20450094 0.15865838
0.20680000 0.20496435 0.15901769
0.20720000 0.20580393 0.15966864
0.20760000 0.20626709 0.16002775
0.20800000 0.20652216 0.16022551
0.20840000 0.20659866 0.16028482
0.20880000 0.20689932 0.16051794
0.20920000 0.20751961 0.16099887
0.20960000 0.20810361 0.16145167
0.21000000 0.20849718 0.16175682
0.21040000 0.20876236 0.16196242
0.21080000 0.20901148 0.16215557
0.21120000 0.20939283 0.16245125
0.21160000 0.20974393 0.16272347
0.21200000 0.21018572 0.16306601
0.21240000 0.21074711 0.16350127
0.21280000 0.21121511 0.16386413
0.21320000 0.21139498 0.16400359
0.21360000 0.21139606 0.16400443
0.21400000 0.21179419 0.16431311
0.21440000 0.21243060 0.16480654
0.21480000 0.21316425 0.16537537
0.21520000 0.21364802 0.16575045
0.21560000 0.21384328 0.16590184
0.21600000 0.21414541 0.16613610
0.21640000 0.21434852 0.16629358
0.21680000 0.21496749 0.16677348
0.21720000 0.21531193 0.16704054
0.21760000 0.21565182 0.16730407
0.21800000 0.21587283 0.16747543
0.21840000 0.21673036 0.16814031
0.21880000 0.21685344 0.16823573
0.21920000 0.21742231 0.16867680
0.21960000 0.21798801 0.16911541
0.22000000 0.21839774 0.16943308
0.22040000 0.21858680 0.16957967
0.22080000 0.22220345 0.17238379
0.22120000 0.22321166 0.17316549
0.22160000 0.22387199 0.17367747
0.22200000 0.22415962 0.17390048
0.22240000 0.22453207 0.17418926
0.22280000 0.22488879 0.17446584
0.22320000 0.22556149 0.17498740
0.22360000 0.22588827 0.17524077
0.22400000 0.22588289 0.17523660
0.22440000 0.22664387 0.17582661
0.22480000 0.22697104 0.17608028
0.22520000 0.22739610 0.17640984
0.22560000 0.22749733 0.17648833
0.22600000 0.22756217 0.17653860
0.22640000 0.22413958 0.17388494
0.22680000 0.22478120 0.17438242
0.22720000 0.22535661 0.17482855
0.22760000 0.22571552 0.17510683
0.22800000 0.22633804 0.17558949
0.22840000 0.22697016 0.17607959
0.22880000 0.22718690 0.17624764
0.22920000 0.22735000 0.17637410
0.22960000 0.22751441 0.17650157
0.23000000 0.22773419 0.17667197
0.23040000 0.22856633 0.17731716
0.23080000 0.22920387 0.17781147
0.23120000 0.22959147 0.17811199
0.23160000 0.22979865 0.17827262
0.23200000 0.22985580 0.17831694
0.23240000 0.23031627 0.17867395
0.23280000 0.23083749 0.17907808
0.23320000 0.23149707 0.17958947
0.23360000 0.23150897 0.17959870
0.23400000 0.23217148 0.18011237
0.23440000 0.23238544 0.18027826
0.23480000 0.23290085 0.18067788
0.23520000 0.23326434 0.18095970
0.23560000 0.23365502 0.18126261
0.23600000 0.23406043 0.18157694
0.23640000 0.23433940 0.18179324
0.23680000 0.23468860 0.18206399
0.23720000 0.23514651 0.18241902
0.23760000 0.23544693 0.18265194
0.23800000 0.23586724 0.18297783
0.23840000 0.23624940 0.18327413
0.23880000 0.23692291 0.18379632
0.23920000 0.23735855 0.18413410
0.23960000 0.23785361 0.18451793
0.24000000 0.23823087 0.18481044
0.24040000 0.23846402 0.18499121
0.24080000 0.23866619 0.18514796
0.24120000 0.23895656 0.18537309
0.24160000 0.23904751 0.18544360
0.24200000 0.23980252 0.18602900
0.24240000 0.24423357 0.18946455
0.24280000 0.24472832 0.18984815
0.24320000 0.24516981 0.19019045
0.24360000 0.24559086 0.19051691
0.24400000 0.24568119 0.19058695
0.24440000 0.24606586 0.19088519
0.24480000 0.24628081 0.19105185
0.24520000 0.24694632 0.19156785
0.24560000 0.24752850 0.19201923
0.24600000 0.24805804 0.19242980
0.24640000 0.24832584 0.19263743
0.24680000 0.24792543 0.19232699
0.24720000 0.24809243 0.19245647
0.24760000 0.24885262 0.19304587
0.24800000 0.24986820 0.19383328
0.24840000 0.25013898 0.19404323
0.24880000 0.25076013 0.19452483
0.24920000 0.25128555 0.19493221
0.24960000 0.24761774 0.19208842
0.25000000 0.24769068 0.19214497
0.25040000 0.24851333 0.19278280
0.25080000 0.24861231 0.19285955
0.25120000 0.24877024 0.19298199
0.25160000 0.24931974 0.19340804
0.25200000 0.24976403 0.19375251
0.25240000 0.25035759 0.19421272
0.25280000 0.25072933 0.19450095
0.25320000 0.25108227 0.19477460
0.25360000 0.25140296 0.19502324
0.25400000 0.25199734 0.19548408
0.25440000 0.25233371 0.19574488
0.25480000 0.25273620 0.19605695
0.25520000 0.25319442 0.19641222
0.25560000 0.25375910 0.19685004
0.25600000 0.25380929 0.19688896
0.25640000 0.25444204 0.19737955
0.25680000 0.25481901 0.19767183
0.25720000 0.25506038 0.19785897
0.25760000 0.25548818 0.19819066
0.25800000 0.25611687 0.19867810
0.25840000 0.25651300 0.19898524
0.25880000 0.25687381 0.19926499
0.25920000 0.25712071 0.19945642
0.25960000 0.25735126 0.19963518
0.26000000 0.25773824 0.19993522
0.26040000 0.25829181 0.20036442
0.26080000 0.25868923 0.20067255
0.26120000 0.25919888 0.20106770
0.26160000 0.25957138 0.20135651
0.26200000 0.25973743 0.20148526
0.26240000 0.26012979 0.20178947
0.26280000 0.26048932 0.20206823
0.26320000 0.26092094 0.20240288
0.26360000 0.26156256 0.20290035
0.26400000 0.26207838 0.20330029
0.26440000 0.26202130 0.20325603
0.26480000 0.26221616 0.20340711
0.26520000 0.26282968 0.20388279
0.26560000 0.26327464 0.20422779
0.26600000 0.26399322 0.20478493
0.26640000 0.26431317 0.20503300
0.26680000 0.26479989 0.20541037
0.26720000 0.26496286 0.20553673
0.26760000 0.26506714 0.20561758
0.26800000 0.26561956 0.20604589
0.26840000 0.26559210 0.20602460
0.26880000 0.26646190 0.20669899
0.26920000 0.26693464 0.20706552
0.26960000 0.26732287 0.20736653
0.27000000 0.26774507 0.20769388
0.27040000 0.26831495 0.20813573
0.27080000 0.26810684 0.20797437
0.27120000 0.26875893 0.20847996
0.27160000 0.26933267 0.20892480
0.27200000 0.26971663 0.20922250
0.27240000 0.26993387 0.20939093
0.27280000 0.27426082 0.21274577
0.27320000 0.27498743 0.21330914
0.27360000 0.27520007 0.21347401
0.27400000 0.27158154 0.21066843
0.27440000 0.27151231 0.21061475
0.27480000 0.27207218 0.21104885
0.27520000 0.27280941 0.21162045
0.27560000 0.27337091 0.21205580
0.27600000 0.27357949 0.21221752
0.27640000 0.27394862 0.21250372
0.27680000 0.27423517 0.21272589
0.27720000 0.27465904 0.21305453
0.27760000 0.27504880 0.21335673
0.27800000 0.27562659 0.21380470
0.27840000 0.27618669 0.21423897
0.27880000 0.27665151 0.21459936
0.27920000 0.27692258 0.21480953
0.27960000 0.27721452 0.21503589
0.28000000 0.27742992 0.21520289
0.28040000 0.27801983 0.21566027
0.28080000 0.27847283 0.21601150
0.28120000 0.27868514 0.21617612
0.28160000 0.27905039 0.21645930
0.28200000 0.27958330 0.21687249
0.28240000 0.28022362 0.21736896
0.28280000 0.28048330 0.21757029
0.28320000 0.28078994 0.21780804
0.28360000 0.28102355 0.21798916
0.28400000 0.28131229 0.21821304
0.28440000 0.28196452 0.21871874
0.28480000 0.28258726 0.21920157
0.28520000 0.28296309 0.21949296
0.28560000 0.28329568 0.21975083
0.28600000 0.28372300 0.22008215
0.28640000 0.28392530 0.22023900
0.28680000 0.28426093 0.22049922
0.28720000 0.28483222 0.22094217
0.28760000 0.28517463 0.22120765
0.28800000 0.28543975 0.22141321
0.28840000 0.28588780 0.22176060
0.28880000 0.28642228 0.22217500
0.28920000 0.28674890 0.22242824
0.28960000 0.28731610 0.22286801
0.29000000 0.28768156 0.22315136
0.29040000 0.28805521 0.22344107
0.29080000 0.28835249 0.22367156
0.29120000 0.28872902 0.22396350
0.29160000 0.28922970 0.22435170
0.29200000 0.28953084 0.22458518
0.29240000 0.29012887 0.22504886
0.29280000 0.29039650 0.22525636
0.29320000 0.29098304 0.22571113
0.29360000 0.29132651 0.22597743
0.29400000 0.29132685 0.22597770
0.29440000 0.29175801 0.22631199
0.29480000 0.29182350 0.22636277
0.29520000 0.29257771 0.22694753
0.29560000 0.29333069 0.22753134
0.29600000 0.29392352 0.22799099
0.29640000 0.29431297 0.22829294
0.29680000 0.29436657 0.22833450
0.29720000 0.29473146 0.22861741
0.29760000 0.29506952 0.22887952
0.29800000 0.29517216 0.22895910
0.29840000 0.29567186 0.22934654
0.29880000 0.29635915 0.22987942
0.29920000 0.29681737 0.23023469
0.29960000 0.29717974 0.23051565
0.30000000 0.29751686 0.23077703
0.30040000 0.29798852 0.23114273
0.30080000 0.29844516 0.23149678
0.30120000 0.29903292 0.23195249
0.30160000 0.29912553 0.23202430
0.30200000 0.29934233 0.23219239
0.30240000 0.29966614 0.23244345
0.30280000 0.30015616 0.23282338
0.30320000 0.30048440 0.23307788
0.30360000 0.30092011 0.23341570
0.30400000 0.30142125 0.23380425
0.30440000 0.30186304 0.23414679
0.30480000 0.30211947 0.23434561
0.30520000 0.30265834 0.23476341
0.30560000 0.30316958 0.23515980
0.30600000 0.30345225 0.23537896
0.30640000 0.30387403 0.23570598
0.30680000 0.30411123 0.23588989
0.30720000 0.30455322 0.23623259
0.30760000 0.30493043 0.23652505
0.30800000 0.30531724 0.23682495
0.30840000 0.30588457 0.23726483
0.30880000 0.30606541 0.23740504
0.30920000 0.30683809 0.23800412
0.30960000 0.30704261 0.23816269
