# strain(%), energy_raw(eV), energy(eV)
0.05000000 -22367.75430593 0.00346291
0.05040000 -22367.75422008 0.00348852
0.05080000 -22367.75413120 0.00351668
0.05120000 -22367.75403226 0.00355442
0.05160000 -22367.75393272 0.00359228
0.05200000 -22367.75383225 0.00363058
0.05240000 -22367.75374828 0.00365191
0.05280000 -22367.75365572 0.00368136
0.05320000 -22367.75354645 0.00372703
0.05360000 -22367.75344714 0.00376226
0.05400000 -22367.75334404 0.00380080
0.05440000 -22367.75323763 0.00384217
0.05480000 -22367.75315082 0.00386346
0.05520000 -22367.75302369 0.00392458
0.05560000 -22367.75294268 0.00393912
0.05600000 -22367.75282830 0.00398654
0.05640000 -22367.75273616 0.00401124
0.05680000 -22367.75264462 0.00403486
0.05720000 -22367.75251448 0.00409660
0.05760000 -22367.75242987 0.00411233
0.05800000 -22367.75229819 0.00417464
0.05840000 -22367.75222098 0.00418202
0.05880000 -22367.75209064 0.00424204
0.05920000 -22367.75198320 0.00427868
0.05960000 -22367.75186679 0.00432381
0.06000000 -22367.75175751 0.00436133
0.06040000 -22367.75165210 0.00439450
0.06080000 -22367.75154476 0.00442912
0.06120000 -22367.75142033 0.00448035
0.06160000 -22367.75132431 0.00450268
0.06200000 -22367.75117170 0.00458114
0.06240000 -22367.75108411 0.00459409
0.06280000 -22367.75095729 0.00464579
0.06320000 -22367.75085857 0.00466891
0.06360000 -22367.75074246 0.00470894
0.06400000 -22367.75060951 0.00476533
0.06440000 -22367.75052570 0.00477210
0.06480000 -22367.75038439 0.00483589
0.06520000 -22367.75028727 0.00485500
0.06560000 -22367.75015884 0.00490496
0.06600000 -22367.75002064 0.00496419
0.06640000 -22367.74990465 0.00500075
0.06680000 -22367.74979069 0.00503479
0.06720000 -22367.74966920 0.00507587
0.06760000 -22367.74954184 0.00512236
0.06800000 -22367.74941166 0.00517118
0.06840000 -22367.74930336 0.00519764
0.06880000 -22367.74917854 0.00524014
0.06920000 -22367.74903108 0.00530480
0.06960000 -22367.74891267 0.00533993
0.07000000 -22367.74878763 0.00538120
0.07040000 -22367.74866802 0.00541658
0.07080000 -22367.74854521 0.00545467
0.07120000 -22367.74842345 0.00549122
0.07160000 -22367.74829705 0.00553195
0.07200000 -22367.74816111 0.00558173
0.07240000 -22367.74800591 0.00565029
0.07280000 -22367.74788508 0.00568400
0.07320000 -22367.74774918 0.00573230
0.07360000 -22367.74763461 0.00575878
0.07400000 -22367.74751568 0.00578916
0.07440000 -22367.74737535 0.00584045
0.07480000 -22367.74723898 0.00588730
0.07520000 -22367.74710308 0.00593319
0.07560000 -22367.74695045 0.00599535
0.07600000 -22367.74682839 0.00602645
0.07640000 -22367.74668882 0.00607457
0.07680000 -22367.74655547 0.00611601
0.07720000 -22367.74642515 0.00615393
0.07760000 -22367.74627238 0.00621382
0.07800000 -22367.74615117 0.00624167
0.07840000 -22367.74599768 0.00630131
0.07880000 -22367.74587476 0.00632991
0.07920000 -22367.74573918 0.00637070
0.07960000 -22367.74559636 0.00641824
0.08000000 -22367.74543491 0.00648393
0.08040000 -22367.74530872 0.00651388
0.08080000 -22367.74520109 0.00652479
0.08120000 -22367.74504382 0.00658486
0.08160000 -22367.74487807 0.00665293
0.08200000 -22367.74470531 0.00672752
0.08240000 -22367.74458916 0.00674504
0.08280000 -22367.74446006 0.00677502
0.08320000 -22367.74430763 0.00682785
0.08360000 -22367.74416987 0.00686553
0.08400000 -22367.74398761 0.00694723
0.08440000 -22367.74386009 0.00697371
0.08480000 -22367.74369344 0.00703883
0.08520000 -22367.74356261 0.00706767
0.08560000 -22367.74340144 0.00712636
0.08600000 -22367.74325976 0.00716508
0.08640000 -22367.74313460 0.00718680
0.08680000 -22367.74297220 0.00724528
0.08720000 -22367.74281696 0.00729612
0.08760000 -22367.74265817 0.00735003
0.08800000 -22367.74250065 0.00740219
0.08840000 -22367.74236154 0.00743546
0.08880000 -22367.74221936 0.00747131
0.08920000 -22367.74202803 0.00755585
0.08960000 -22367.74191070 0.00756590
0.09000000 -22367.74173361 0.00763523
0.09040000 -22367.74159000 0.00767060
0.09080000 -22367.74143116 0.00772072
0.09120000 -22367.74126508 0.00777760
0.09160000 -22367.74113811 0.00779489
0.09200000 -22367.74093976 0.00788307
0.09240000 -22367.74077524 0.00793696
0.09280000 -22367.74062654 0.00797454
0.09320000 -22367.74047231 0.00801717
0.09360000 -22367.74030397 0.00807343
0.09400000 -22367.74011807 0.00814677
0.09440000 -22367.73997829 0.00817351
0.09480000 -22367.73982007 0.00821821
0.09520000 -22367.73965030 0.00827398
0.09560000 -22367.73946140 0.00834840
0.09600000 -22367.73931263 0.00838220
0.09640000 -22367.73915026 0.00842914
0.09680000 -22367.73896999 0.00849348
0.09720000 -22367.73881687 0.00853021
0.09760000 -22367.73864349 0.00858671
0.09800000 -22367.73849563 0.00861721
0.09840000 -22367.73832117 0.00867383
0.09880000 -22367.73813448 0.00874219
0.09920000 -22367.73795570 0.00880218
0.09960000 -22367.73778529 0.00885330
0.10000000 -22367.73763375 0.00888509
0.10040000 -22367.73742929 0.00896930
0.10080000 -22367.73724619 0.00903169
0.10120000 -22367.73709778 0.00905889
0.10160000 -22367.73690754 0.00912746
0.10200000 -22367.73674150 0.00917134
0.10240000 -22367.73653934 0.00925086
0.10280000 -22367.73639297 0.00927410
0.10320000 -22367.73621296 0.00933051
0.10360000 -22367.73602706 0.00939234
0.10400000 -22367.73588222 0.00941262
0.10440000 -22367.73570730 0.00946249
0.10480000 -22367.73549077 0.00955350
0.10520000 -22367.73533521 0.00958307
0.10560000 -22367.73516616 0.00962563
0.10600000 -22367.73495457 0.00971027
0.10640000 -22367.73478669 0.00975071
0.10680000 -22367.73460288 0.00980659
0.10720000 -22367.73444235 0.00983873
0.10760000 -22367.73423463 0.00991757
0.10800000 -22367.73406182 0.00996102
0.10840000 -22367.73386262 0.01003038
0.10880000 -22367.73368730 0.01007538
0.10920000 -22367.73350227 0.01012960
0.10960000 -22367.73331886 0.01018174
0.11000000 -22367.73311263 0.01025621
0.11040000 -22367.73292544 0.01031116
0.11080000 -22367.73274593 0.01035795
0.11120000 -22367.73256058 0.01041010
0.11160000 -22367.73237134 0.01046566
0.11200000 -22367.73216151 0.01054133
0.11240000 -22367.73198655 0.01058165
0.11280000 -22367.73177771 0.01065537
0.11320000 -22367.73159241 0.01070506
0.11360000 -22367.73137609 0.01078531
0.11400000 -22367.73120420 0.01082064
0.11440000 -22367.73100483 0.01088297
0.11480000 -22367.73081399 0.01093629
0.11520000 -22367.73062913 0.01098314
0.11560000 -22367.73042886 0.01104494
0.11600000 -22367.73025446 0.01108038
0.11640000 -22367.73003602 0.01115938
0.11680000 -22367.72985909 0.01119639
0.11720000 -22367.72963619 0.01127889
0.11760000 -22367.72944155 0.01133265
0.11800000 -22367.72925152 0.01138131
0.11840000 -22367.72903156 0.01145944
0.11880000 -22367.72884375 0.01150493
0.11920000 -22367.72864233 0.01156355
0.11960000 -22367.72842522 0.01163738
0.12000000 -22367.72825706 0.01166178
0.12040000 -22367.72806084 0.01171376
0.12080000 -22367.72782757 0.01180231
0.12120000 -22367.72762999 0.01185469
0.12160000 -22367.72741592 0.01192308
0.12200000 -22367.72722210 0.01197074
0.12240000 -22367.72701167 0.01203453
0.12280000 -22367.72680005 0.01209903
0.12320000 -22367.72659796 0.01215352
0.12360000 -22367.72637215 0.01223124
0.12400000 -22367.72618355 0.01227128
0.12440000 -22367.72597484 0.01233096
0.12480000 -22367.72573607 0.01242021
0.12520000 -22367.72554527 0.01246101
0.12560000 -22367.72532870 0.01252710
0.12600000 -22367.72511457 0.01259026
0.12640000 -22367.72489854 0.01265486
0.12680000 -22367.72469636 0.01270512
0.12720000 -22367.72450168 0.01274740
0.12760000 -22367.72429594 0.01280026
0.12800000 -22367.72406121 0.01288162
0.12840000 -22367.72384816 0.01294084
0.12880000 -22367.72361567 0.01301901
0.12920000 -22367.72341962 0.01306025
0.12960000 -22367.72320050 0.01312409
0.13000000 -22367.72298869 0.01318015
0.13040000 -22367.72276623 0.01324637
0.13080000 -22367.72250792 0.01334796
0.13120000 -22367.72232819 0.01337049
0.13160000 -22367.72210954 0.01343146
0.13200000 -22367.72188585 0.01349699
0.13240000 -22367.72165792 0.01356628
0.13280000 -22367.72145210 0.01361298
0.13320000 -22367.72118365 0.01372183
0.13360000 -22367.72100104 0.01374436
0.13400000 -22367.72075388 0.01383096
0.13440000 -22367.72051771 0.01390609
0.13480000 -22367.72032487 0.01393741
0.13520000 -22367.72009769 0.01400259
0.13560000 -22367.71986802 0.01406978
0.13600000 -22367.71964217 0.01413267
0.13640000 -22367.71939079 0.01422061
0.13680000 -22367.71918447 0.01426301
0.13720000 -22367.71897474 0.01430834
0.13760000 -22367.71870205 0.01441615
0.13800000 -22367.71847646 0.01447638
0.13840000 -22367.71826618 0.01452082
0.13880000 -22367.71802351 0.01459717
0.13920000 -22367.71780061 0.01465327
0.13960000 -22367.71756102 0.01472558
0.14000000 -22367.71733180 0.01478704
0.14040000 -22367.71710108 0.01484952
0.14080000 -22367.71684565 0.01493623
0.14120000 -22367.71662563 0.01498705
0.14160000 -22367.71638327 0.01505973
0.14200000 -22367.71616545 0.01510738
0.14240000 -22367.71590181 0.01520039
0.14280000 -22367.71568068 0.01525040
0.14320000 -22367.71544661 0.01531287
0.14360000 -22367.71520404 0.01538335
0.14400000 -22367.71495758 0.01545726
0.14440000 -22367.71471666 0.01552513
0.14480000 -22367.71448286 0.01558541
0.14520000 -22367.71422907 0.01566521
0.14560000 -22367.71397795 0.01574185
0.14600000 -22367.71373740 0.01580744
0.14640000 -22367.71351114 0.01585826
0.14680000 -22367.71328569 0.01590778
0.14720000 -22367.71301479 0.01600229
0.14760000 -22367.71276873 0.01607147
0.14800000 -22367.71253162 0.01613122
0.14840000 -22367.71226085 0.01622415
0.14880000 -22367.71201800 0.01628868
0.14920000 -22367.71176049 0.01636738
0.14960000 -22367.71153750 0.01641110
0.15000000 -22367.71129346 0.01647538
0.15040000 -22367.71103542 0.01655318
0.15080000 -22367.71078438 0.01662350
0.15120000 -22367.71052975 0.01669693
0.15160000 -22367.71028982 0.01675517
0.15200000 -22367.71004468 0.01681816
0.15240000 -22367.70979500 0.01688520
0.15280000 -22367.70951594 0.01698114
0.15320000 -22367.70928113 0.01703235
0.15360000 -22367.70903074 0.01709866
0.15400000 -22367.70875855 0.01718629
0.15440000 -22367.70851433 0.01724547
0.15480000 -22367.70823992 0.01733436
0.15520000 -22367.70798693 0.01740135
0.15560000 -22367.70772222 0.01747958
0.15600000 -22367.70748885 0.01752598
0.15640000 -22367.70722219 0.01760520
0.15680000 -22367.70696877 0.01767071
0.15720000 -22367.70672002 0.01773106
0.15760000 -22367.70643670 0.01782550
0.15800000 -22367.70617022 0.01790262
0.15840000 -22367.70588723 0.01799577
0.15880000 -22367.70562855 0.01806412
0.15920000 -22367.70539644 0.01810544
0.15960000 -22367.70513040 0.01818020
0.16000000 -22367.70485684 0.01826200
0.16040000 -22367.70461078 0.01831581
0.16080000 -22367.70433529 0.01839859
0.16120000 -22367.70406717 0.01847351
0.16160000 -22367.70378786 0.01855914
0.16200000 -22367.70352283 0.01863001
0.16240000 -22367.70326037 0.01869783
0.16280000 -22367.70299848 0.01876460
0.16320000 -22367.70273525 0.01883223
0.16360000 -22367.70247272 0.01889868
0.16400000 -22367.70219658 0.01897825
0.16440000 -22367.70191765 0.01906015
0.16480000 -22367.70163965 0.01914063
0.16520000 -22367.70137316 0.01920912
0.16560000 -22367.70109381 0.01928999
0.16600000 -22367.70081914 0.01936570
0.16640000 -22367.70054546 0.01943993
0.16680000 -22367.70027768 0.01950780
0.16720000 -22367.70000631 0.01957877
0.16760000 -22367.69971573 0.01966846
0.16800000 -22367.69943767 0.01974517
0.16840000 -22367.69915724 0.01982376
0.16880000 -22367.69890286 0.01987582
0.16920000 -22367.69862940 0.01994648
0.16960000 -22367.69834635 0.02002625
0.17000000 -22367.69807907 0.02008976
0.17040000 -22367.69778905 0.02017555
0.17080000 -22367.69749106 0.02026881
0.17120000 -22367.69722823 0.02032645
0.17160000 -22367.69693198 0.02041702
0.17200000 -22367.69663215 0.02051069
0.17240000 -22367.69635203 0.02058416
0.17280000 -22367.69608428 0.02064480
0.17320000 -22367.69579987 0.02072161
0.17360000 -22367.69550998 0.02080342
0.17400000 -22367.69521950 0.02088533
0.17440000 -22367.69494846 0.02094734
0.17480000 -22367.69463602 0.02105026
0.17520000 -22367.69439521 0.02108107
0.17560000 -22367.69408720 0.02117860
0.17600000 -22367.69379261 0.02126223
0.17640000 -22367.69349548 0.02134792
0.17680000 -22367.69320593 0.02142555
0.17720000 -22367.69292722 0.02149186
0.17760000 -22367.69262338 0.02158281
0.17800000 -22367.69233676 0.02165607
0.17840000 -22367.69204483 0.02173417
0.17880000 -22367.69175187 0.02181281
0.17920000 -22367.69148781 0.02186207
0.17960000 -22367.69115820 0.02197640
0.18000000 -22367.69086581 0.02205303
0.18040000 -22367.69057947 0.02212312
0.18080000 -22367.69028611 0.02219977
0.18120000 -22367.68998899 0.02227969
0.18160000 -22367.68969308 0.02235792
0.18200000 -22367.68937215 0.02246069
0.18240000 -22367.68910108 0.02251312
0.18280000 -22367.68876828 0.02262680
0.18320000 -22367.68848211 0.02269336
0.18360000 -22367.68817937 0.02277603
0.18400000 -22367.68787411 0.02286073
0.18440000 -22367.68756478 0.02294901
0.18480000 -22367.68728563 0.02300665
0.18520000 -22367.68699310 0.02307718
0.18560000 -22367.68666881 0.02317899
0.18600000 -22367.68637360 0.02325124
0.18640000 -22367.68606846 0.02333293
0.18680000 -22367.68575083 0.02342665
0.18720000 -22367.68543922 0.02351386
0.18760000 -22367.68514643 0.02358177
0.18800000 -22367.68483393 0.02366891
0.18840000 -22367.68450104 0.02377595
0.18880000 -22367.68420750 0.02384318
0.18920000 -22367.68390647 0.02391741
0.18960000 -22367.68359472 0.02400188
0.19006100 -22367.68326608 0.02406798
0.19040000 -22367.68295678 0.02418382
0.19080000 -22367.68264353 0.02426835
0.19120000 -22367.68232784 0.02435484
0.19160000 -22367.68203226 0.02442073
0.19200000 -22367.68171521 0.02450763
0.19240000 -22367.68138520 0.02460700
0.19280000 -22367.68111453 0.02464655
0.19320000 -22367.68077690 0.02475258
0.19360000 -22367.68045900 0.02483840
0.19400000 -22367.68012531 0.02493953
0.19440000 -22367.67982408 0.02500771
0.19480000 -22367.67953484 0.02506344
0.19520000 -22367.67920639 0.02515789
0.19560000 -22367.67889182 0.02523798
0.19600000 -22367.67855194 0.02534290
0.19640000 -22367.67826195 0.02539745
0.19680000 -22367.67792034 0.02550314
0.19720000 -22367.67758396 0.02560312
0.19760000 -22367.67731380 0.02563640
0.19800000 -22367.67696743 0.02574541
0.19840000 -22367.67664334 0.02583166
0.19880000 -22367.67630353 0.02593314
0.19920000 -22367.67599273 0.02600514
0.19960000 -22367.67564248 0.02611612
0.20000000 -22367.67533360 0.02618523
0.20040000 -22367.67500849 0.02627010
0.20080000 -22367.67466842 0.02636946
0.20120000 -22367.67437026 0.02642642
0.20160000 -22367.67403832 0.02651668
0.20200000 -22367.67371585 0.02659698
0.20240000 -22367.67337728 0.02669292
0.20280000 -22367.67305096 0.02677612
0.20320000 -22367.67270033 0.02688315
0.20360000 -22367.67240922 0.02693017
0.20400000 -22367.67206086 0.02703398
0.20440000 -22367.67174052 0.02710928
0.20480000 -22367.67137882 0.02722546
0.20520000 -22367.67107032 0.02728795
0.20560000 -22367.67073316 0.02737864
0.20600000 -22367.67039219 0.02747265
0.20640000 -22367.67005728 0.02756012
0.20680000 -22367.66973106 0.02763842
0.20720000 -22367.66936742 0.02775366
0.20760000 -22367.66903080 0.02784140
0.20800000 -22367.66870541 0.02791743
0.20840000 -22367.66838563 0.02798737
0.20880000 -22367.66803960 0.02808307
0.20920000 -22367.66770869 0.02816318
0.20960000 -22367.66735948 0.02826112
0.21000000 -22367.66700971 0.02835913
0.21040000 -22367.66665962 0.02845698
0.21080000 -22367.66632576 0.02853812
0.21120000 -22367.66598314 0.02862754
0.21160000 -22367.66565882 0.02869818
0.21200000 -22367.66531564 0.02878720
0.21240000 -22367.66496284 0.02888536
0.21280000 -22367.66461528 0.02897780
0.21320000 -22367.66426873 0.02906875
0.21360000 -22367.66391563 0.02916577
0.21400000 -22367.66356663 0.02925821
0.21440000 -22367.66322308 0.02934472
0.21480000 -22367.66290562 0.02940466
0.21520000 -22367.66252888 0.02952340
0.21560000 -22367.66217903 0.02961477
0.21600000 -22367.66179843 0.02973641
0.21640000 -22367.66145410 0.02982129
0.21680000 -22367.66112539 0.02989009
0.21720000 -22367.66076386 0.02999122
0.21760000 -22367.66043204 0.03006216
0.21800000 -22367.66005376 0.03017907
0.21840000 -22367.65971096 0.03026004
0.21880000 -22367.65935192 0.03035675
0.21920000 -22367.65901002 0.03043586
0.21960000 -22367.65865508 0.03052752
0.22000000 -22367.65828230 0.03063653
0.22040000 -22367.65794957 0.03070503
0.22080000 -22367.65756843 0.03082145
0.22120000 -22367.65720292 0.03092176
0.22160000 -22367.65686322 0.03099578
0.22200000 -22367.65650315 0.03108968
0.22240000 -22367.65613187 0.03119433
0.22280000 -22367.65577350 0.03128558
0.22320000 -22367.65541538 0.03137609
0.22360000 -22367.65506153 0.03146186
0.22400000 -22367.65467845 0.03157639
0.22440000 -22367.65432024 0.03166556
0.22480000 -22367.65393226 0.03178402
0.22520000 -22367.65361216 0.03183412
0.22560000 -22367.65320733 0.03196847
0.22600000 -22367.65282760 0.03207724
0.22640000 -22367.65249518 0.03213822
0.22680000 -22367.65213810 0.03222338
0.22720000 -22367.65179000 0.03229907
0.22760000 -22367.65137532 0.03244088
0.22800000 -22367.65103082 0.03251202
0.22840000 -22367.65067849 0.03259051
0.22880000 -22367.65029251 0.03270216
0.22920000 -22367.64992428 0.03279560
0.22960000 -22367.64955460 0.03288999
0.23000000 -22367.64915444 0.03301439
0.23040000 -22367.64879571 0.03309688
0.23080000 -22367.64843837 0.03317751
0.23120000 -22367.64804641 0.03329226
0.23160000 -22367.64767582 0.03338518
0.23200000 -22367.64727062 0.03351222
0.23240000 -22367.64694001 0.03356419
0.23280000 -22367.64655760 0.03366748
0.23320000 -22367.64617446 0.03377102
0.23360000 -22367.64579588 0.03386952
0.23400000 -22367.64540035 0.03398449
0.23440000 -22367.64500974 0.03409405
0.23480000 -22367.64464538 0.03417690
0.23520000 -22367.64427719 0.03426309
0.23560000 -22367.64390003 0.03435777
0.23600000 -22367.64351231 0.03446253
0.23640000 -22367.64313051 0.03456088
0.23680000 -22367.64277365 0.03463383
0.23720000 -22367.64238718 0.03473590
0.23760000 -22367.64199951 0.03483869
0.23800000 -22367.64159635 0.03495648
0.23840000 -22367.64122493 0.03504207
0.23880000 -22367.64083738 0.03514330
0.23920000 -22367.64045792 0.03523596
0.23960000 -22367.64005797 0.03534863
0.24000000 -22367.63969175 0.03542709
0.24040000 -22367.63929592 0.03553468
0.24080000 -22367.63891357 0.03562831
0.24120000 -22367.63853076 0.03572191
0.24160000 -22367.63811865 0.03584434
0.24200000 -22367.63770367 0.03596917
0.24240000 -22367.63735615 0.03602605
0.24280000 -22367.63695749 0.03613358
0.24320000 -22367.63658445 0.03621503
0.24360000 -22367.63617593 0.03633146
0.24400000 -22367.63577563 0.03643921
0.24440000 -22367.63536943 0.03655237
0.24480000 -22367.63497619 0.03665209
0.24520000 -22367.63459580 0.03673848
0.24560000 -22367.63418646 0.03685334
0.24600000 -22367.63380524 0.03693960
0.24640000 -22367.63340909 0.03704031
0.24680000 -22367.63300383 0.03714965
0.24720000 -22367.63260056 0.03725652
0.24760000 -22367.63221046 0.03734974
0.24800000 -22367.63182089 0.03744195
0.24840000 -22367.63140631 0.03755868
0.24880000 -22367.63101990 0.03764678
0.24920000 -22367.63061501 0.03775287
0.24960000 -22367.63021276 0.03785584
0.25000000 -22367.62981192 0.03795692
0.25040000 -22367.62941173 0.03805687
0.25080000 -22367.62900891 0.03815897
0.25120000 -22367.62862401 0.03824267
0.25160000 -22367.62819752 0.03836747
0.25200000 -22367.62778890 0.03847394
0.25240000 -22367.62737022 0.03858998
0.25280000 -22367.62699279 0.03866429
0.25320000 -22367.62657650 0.03877698
0.25360000 -22367.62617632 0.03887308
0.25400000 -22367.62577035 0.03897448
0.25440000 -22367.62536286 0.03907694
0.25480000 -22367.62495168 0.03918260
0.25520000 -22367.62454963 0.03927865
0.25560000 -22367.62411230 0.03940950
0.25600000 -22367.62369280 0.03952204
0.25640000 -22367.62330991 0.03959749
0.25680000 -22367.62288612 0.03971336
0.25720000 -22367.62248125 0.03980983
0.25760000 -22367.62204218 0.03994002
0.25800000 -22367.62165166 0.04002118
0.25840000 -22367.62123869 0.04012431
0.25880000 -22367.62083794 0.04021474
0.25920000 -22367.62040606 0.04033582
0.25960000 -22367.61998291 0.04044768
0.26000000 -22367.61957482 0.04054402
0.26040000 -22367.61915582 0.04065078
0.26080000 -22367.61871348 0.04078039
0.26120000 -22367.61830470 0.04087598
0.26160000 -22367.61788760 0.04097940
0.26200000 -22367.61744982 0.04110302
0.26240000 -22367.61704642 0.04119177
0.26280000 -22367.61663587 0.04128721
0.26320000 -22367.61618928 0.04141820
0.26360000 -22367.61577705 0.04151435
0.26400000 -22367.61537364 0.04160120
0.26440000 -22367.61492324 0.04173456
0.26480000 -22367.61450816 0.04183212
0.26520000 -22367.61408455 0.04193772
0.26560000 -22367.61365193 0.04205187
0.26600000 -22367.61323468 0.04215016
0.26640000 -22367.61281471 0.04225069
0.26680000 -22367.61236459 0.04238088
0.26720000 -22367.61193620 0.04248888
0.26760000 -22367.61150899 0.04259521
0.26800000 -22367.61106707 0.04271577
0.26840000 -22367.61064355 0.04281745
0.26880000 -22367.61023839 0.04290029
0.26920000 -22367.60979408 0.04302180
0.26960000 -22367.60937841 0.04311419
0.27000000 -22367.60893106 0.04323777
0.27040000 -22367.60847968 0.04336491
0.27080000 -22367.60806535 0.04345453
0.27120000 -22367.60763497 0.04355971
0.27160000 -22367.60718955 0.04367945
0.27200000 -22367.60676955 0.04377328
0.27240000 -22367.60630718 0.04390901
0.27280000 -22367.60591025 0.04397883
0.27320000 -22367.60542779 0.04413369
0.27360000 -22367.60502190 0.04421150
0.27400000 -22367.60456906 0.04433578
0.27440000 -22367.60412590 0.04444990
0.27480000 -22367.60368968 0.04455660
0.27520000 -22367.60322785 0.04468843
0.27560000 -22367.60280156 0.04478424
0.27600000 -22367.60234854 0.04490630
0.27640000 -22367.60192402 0.04499938
0.27680000 -22367.60148358 0.04510790
0.27720000 -22367.60103680 0.04522228
0.27760000 -22367.60056557 0.04536063
0.27800000 -22367.60014388 0.04544896
0.27840000 -22367.59971047 0.04554852
