# strain(%), energy_raw(eV), energy(eV)
0.08280000 -22367.74459630 0.00663878
0.08320000 -22367.74444958 0.00668590
0.08360000 -22367.74426326 0.00677214
0.08400000 -22367.74415641 0.00677843
0.08440000 -22367.74403088 0.00680292
0.08480000 -22367.74386096 0.00687132
0.08520000 -22367.74374725 0.00688303
0.08560000 -22367.74359612 0.00693168
0.08600000 -22367.74346052 0.00696431
0.08640000 -22367.74330231 0.00701909
0.08680000 -22367.74315523 0.00706225
0.08720000 -22367.74299223 0.00712085
0.08760000 -22367.74286659 0.00714160
0.08800000 -22367.74270413 0.00719871
0.08840000 -22367.74256583 0.00723117
0.08880000 -22367.74241329 0.00727738
0.08920000 -22367.74227669 0.00730719
0.08960000 -22367.74212933 0.00734727
0.09000000 -22367.74197183 0.00739701
0.09040000 -22367.74182859 0.00743201
0.09080000 -22367.74165824 0.00749364
0.09120000 -22367.74151820 0.00752448
0.09160000 -22367.74139121 0.00754179
0.09200000 -22367.74122026 0.00760258
0.09240000 -22367.74106128 0.00765092
0.09280000 -22367.74088873 0.00771234
0.09320000 -22367.74075992 0.00772955
0.09360000 -22367.74061621 0.00776119
0.09400000 -22367.74043134 0.00783350
0.09440000 -22367.74027430 0.00787750
0.09480000 -22367.74013119 0.00790709
0.09520000 -22367.73996057 0.00796371
0.09560000 -22367.73982297 0.00798682
0.09600000 -22367.73963689 0.00805795
0.09640000 -22367.73945620 0.00812320
0.09680000 -22367.73932781 0.00813567
0.09720000 -22367.73915204 0.00819504
0.09760000 -22367.73898805 0.00824215
0.09800000 -22367.73882629 0.00828654
0.09840000 -22367.73867737 0.00831763
0.09880000 -22367.73849797 0.00837871
0.09920000 -22367.73835829 0.00839959
0.09960000 -22367.73817833 0.00846026
0.10000000 -22367.73801351 0.00850533
0.10040000 -22367.73784218 0.00855641
0.10080000 -22367.73767050 0.00860738
0.10120000 -22367.73750003 0.00865665
0.10160000 -22367.73732953 0.00870547
0.10200000 -22367.73716659 0.00874625
0.10240000 -22367.73700312 0.00878708
0.10280000 -22367.73685202 0.00881505
0.10320000 -22367.73666446 0.00887902
0.10360000 -22367.73647716 0.00894224
0.10400000 -22367.73633191 0.00896293
0.10440000 -22367.73614634 0.00902346
0.10480000 -22367.73599427 0.00905001
0.10520000 -22367.73579939 0.00911889
0.10560000 -22367.73563252 0.00915928
0.10600000 -22367.73543910 0.00922574
0.10640000 -22367.73526669 0.00927071
0.10680000 -22367.73510251 0.00930697
0.10720000 -22367.73490700 0.00937408
0.10760000 -22367.73473985 0.00941235
0.10800000 -22367.73458295 0.00943989
0.10840000 -22367.73438128 0.00951171
0.10880000 -22367.73421963 0.00954305
0.10920000 -22367.73403593 0.00959594
0.10960000 -22367.73384291 0.00965769
0.11000000 -22367.73366203 0.00970681
0.11040000 -22367.73348282 0.00975378
0.11080000 -22367.73330491 0.00979897
0.11120000 -22367.73310025 0.00987042
0.11160000 -22367.73293879 0.00989820
0.11200000 -22367.73276353 0.00993931
0.11240000 -22367.73256526 0.01000293
0.11280000 -22367.73239421 0.01003887
0.11320000 -22367.73220210 0.01009538
0.11360000 -22367.73200652 0.01015488
0.11400000 -22367.73183181 0.01019303
0.11440000 -22367.73164903 0.01023877
0.11480000 -22367.73143743 0.01031285
0.11520000 -22367.73125667 0.01035560
0.11560000 -22367.73106333 0.01041046
0.11600000 -22367.73090055 0.01043429
0.11640000 -22367.73066558 0.01052982
0.11680000 -22367.73048278 0.01057269
0.11720000 -22367.73029282 0.01062226
0.11760000 -22367.73010911 0.01066508
0.11800000 -22367.72991552 0.01071732
0.11840000 -22367.72970793 0.01078306
0.11880000 -22367.72953964 0.01080904
0.11920000 -22367.72934321 0.01086267
0.11960000 -22367.72915187 0.01091073
0.12000000 -22367.72891299 0.01100584
0.12040000 -22367.72873729 0.01103731
0.12080000 -22367.72854266 0.01108722
0.12120000 -22367.72835593 0.01112875
0.12160000 -22367.72814600 0.01119300
0.12200000 -22367.72793234 0.01126049
0.12240000 -22367.72774440 0.01130180
0.12280000 -22367.72756401 0.01133507
0.12320000 -22367.72733912 0.01141236
0.12360000 -22367.72712715 0.01147625
0.12400000 -22367.72694403 0.01151081
0.12440000 -22367.72676643 0.01153937
0.12480000 -22367.72651744 0.01163884
0.12520000 -22367.72632083 0.01168545
0.12560000 -22367.72610586 0.01174994
0.12600000 -22367.72593973 0.01176510
0.12640000 -22367.72571961 0.01183379
0.12680000 -22367.72548875 0.01191272
0.12720000 -22367.72527817 0.01197091
0.12760000 -22367.72507503 0.01202116
0.12800000 -22367.72489130 0.01205154
0.12840000 -22367.72466713 0.01212187
0.12880000 -22367.72448324 0.01215144
0.12920000 -22367.72423343 0.01224645
0.12960000 -22367.72404493 0.01227967
0.13000000 -22367.72380970 0.01235914
0.13040000 -22367.72361241 0.01240019
0.13080000 -22367.72339898 0.01245690
0.13120000 -22367.72317085 0.01252783
0.13160000 -22367.72298071 0.01256028
0.13200000 -22367.72276010 0.01262274
0.13240000 -22367.72254404 0.01268016
0.13280000 -22367.72231491 0.01275017
0.13320000 -22367.72210538 0.01280009
0.13360000 -22367.72189784 0.01284755
0.13400000 -22367.72167193 0.01291291
0.13440000 -22367.72145179 0.01297201
0.13480000 -22367.72121787 0.01304441
0.13520000 -22367.72100647 0.01309381
0.13560000 -22367.72078636 0.01315144
0.13600000 -22367.72054541 0.01322943
0.13640000 -22367.72034472 0.01326668
0.13680000 -22367.72013523 0.01331225
0.13720000 -22367.71990233 0.01338075
0.13760000 -22367.71967726 0.01344094
0.13800000 -22367.71944454 0.01350830
0.13840000 -22367.71922426 0.01356273
0.13880000 -22367.71899557 0.01362511
0.13920000 -22367.71879828 0.01365560
0.13960000 -22367.71856781 0.01371879
0.14000000 -22367.71832532 0.01379352
0.14040000 -22367.71809922 0.01385138
0.14080000 -22367.71788299 0.01389889
0.14120000 -22367.71765825 0.01395443
0.14160000 -22367.71742132 0.01402168
0.14200000 -22367.71717206 0.01410078
0.14240000 -22367.71695855 0.01414365
0.14280000 -22367.71669689 0.01423418
0.14320000 -22367.71648003 0.01427945
0.14360000 -22367.71625819 0.01432921
0.14400000 -22367.71601297 0.01440187
0.14440000 -22367.71576707 0.01447473
0.14480000 -22367.71557957 0.01448870
0.14520000 -22367.71533475 0.01455953
0.14560000 -22367.71508531 0.01463449
0.14600000 -22367.71484106 0.01470377
0.14640000 -22367.71462316 0.01474624
0.14680000 -22367.71438243 0.01481105
0.14720000 -22367.71412855 0.01488853
0.14760000 -22367.71388487 0.01495533
0.14800000 -22367.71366947 0.01499336
0.14840000 -22367.71338397 0.01510102
0.14880000 -22367.71317484 0.01513184
0.14920000 -22367.71292792 0.01519996
0.14960000 -22367.71268653 0.01526207
0.15000000 -22367.71244682 0.01532202
0.15040000 -22367.71219657 0.01539202
0.15080000 -22367.71195903 0.01544885
0.15120000 -22367.71173243 0.01549425
0.15160000 -22367.71145584 0.01558916
0.15200000 -22367.71123592 0.01562692
0.15240000 -22367.71097034 0.01570986
0.15280000 -22367.71073719 0.01575988
0.15320000 -22367.71047195 0.01584153
0.15360000 -22367.71020184 0.01592755
0.15400000 -22367.70997591 0.01596892
0.15440000 -22367.70972617 0.01603363
0.15480000 -22367.70948947 0.01608481
0.15520000 -22367.70924128 0.01614699
0.15560000 -22367.70899136 0.01621044
0.15600000 -22367.70872891 0.01628593
0.15640000 -22367.70847931 0.01634809
0.15680000 -22367.70825126 0.01638822
0.15720000 -22367.70798302 0.01646806
0.15760000 -22367.70770106 0.01656114
0.15800000 -22367.70746668 0.01660616
0.15840000 -22367.70722220 0.01666080
0.15880000 -22367.70695739 0.01673529
0.15920000 -22367.70671728 0.01678460
0.15960000 -22367.70646219 0.01684841
0.16000000 -22367.70621244 0.01690640
0.16040000 -22367.70591889 0.01700770
0.16080000 -22367.70568204 0.01705184
0.16120000 -22367.70542025 0.01712043
0.16160000 -22367.70514561 0.01720138
0.16200000 -22367.70488184 0.01727100
0.16240000 -22367.70463280 0.01732540
0.16280000 -22367.70436371 0.01739937
0.16320000 -22367.70411677 0.01745071
0.16360000 -22367.70383781 0.01753359
0.16400000 -22367.70355507 0.01761977
0.16440000 -22367.70331470 0.01766310
0.16480000 -22367.70303064 0.01774964
0.16520000 -22367.70280539 0.01777689
0.16560000 -22367.70251314 0.01787066
0.16600000 -22367.70224571 0.01793913
0.16640000 -22367.70200163 0.01798377
0.16680000 -22367.70171894 0.01806653
0.16720000 -22367.70141545 0.01816963
0.16760000 -22367.70118505 0.01819915
0.16800000 -22367.70089290 0.01828994
0.16840000 -22367.70063185 0.01834915
0.16880000 -22367.70034432 0.01843435
0.16920000 -22367.70009506 0.01848081
0.16960000 -22367.69983254 0.01854006
0.17000000 -22367.69953264 0.01863620
0.17040000 -22367.69925212 0.01871248
0.17080000 -22367.69900727 0.01875261
0.17120000 -22367.69872268 0.01883199
0.17160000 -22367.69846153 0.01888747
0.17200000 -22367.69816164 0.01898120
0.17240000 -22367.69790841 0.01902778
0.17280000 -22367.69759745 0.01913163
0.17320000 -22367.69734850 0.01917298
0.17360000 -22367.69705530 0.01925809
0.17400000 -22367.69678197 0.01932287
0.17440000 -22367.69650871 0.01938709
0.17480000 -22367.69621121 0.01947507
0.17520000 -22367.69593044 0.01954584
0.17560000 -22367.69566016 0.01960564
0.17600000 -22367.69534351 0.01971133
0.17640000 -22367.69509653 0.01974687
0.17680000 -22367.69480813 0.01982335
0.17720000 -22367.69450670 0.01991238
0.17760000 -22367.69425205 0.01995414
0.17800000 -22367.69397009 0.02002274
0.17840000 -22367.69369269 0.02008631
0.17880000 -22367.69337971 0.02018496
0.17920000 -22367.69309121 0.02025867
0.17960000 -22367.69278404 0.02035056
0.18006800 -22367.69249241 0.02038970
0.18040000 -22367.69221844 0.02048416
0.18080000 -22367.69191418 0.02057170
0.18120000 -22367.69160564 0.02066304
0.18160000 -22367.69135493 0.02069607
0.18200000 -22367.69105100 0.02078183
0.18240000 -22367.69077964 0.02083456
0.18280000 -22367.69047643 0.02091865
0.18320000 -22367.69020829 0.02096719
0.18360000 -22367.68989834 0.02105706
0.18400000 -22367.68961971 0.02111512
0.18440000 -22367.68930554 0.02120825
0.18480000 -22367.68900981 0.02128247
0.18520000 -22367.68871267 0.02135761
0.18560000 -22367.68841221 0.02143558
0.18600000 -22367.68811568 0.02150915
0.18640000 -22367.68782558 0.02157582
0.18680000 -22367.68753908 0.02163839
0.18720000 -22367.68722479 0.02172829
0.18760000 -22367.68692377 0.02180443
0.18800000 -22367.68662487 0.02187797
0.18840000 -22367.68634025 0.02193675
0.18880000 -22367.68598728 0.02206340
0.18920000 -22367.68572633 0.02209755
0.18960000 -22367.68543111 0.02216549
0.19000000 -22367.68511051 0.02225833
0.19040000 -22367.68484728 0.02229332
0.19080000 -22367.68452039 0.02239149
0.19120000 -22367.68419228 0.02249040
0.19160000 -22367.68389577 0.02255722
0.19200000 -22367.68358279 0.02264005
0.19240000 -22367.68329343 0.02269876
0.19280000 -22367.68297566 0.02278542
0.19320000 -22367.68266835 0.02286113
0.19360000 -22367.68237111 0.02292629
0.19400000 -22367.68204572 0.02301912
0.19440000 -22367.68173136 0.02310044
0.19480000 -22367.68140725 0.02319103
0.19520000 -22367.68112263 0.02324164
0.19560000 -22367.68082261 0.02330719
0.19600000 -22367.68048912 0.02340572
0.19640000 -22367.68018306 0.02347634
0.19680000 -22367.67988533 0.02353815
0.19720000 -22367.67953847 0.02364861
0.19760000 -22367.67924354 0.02370666
0.19800000 -22367.67894176 0.02377108
0.19840000 -22367.67862971 0.02384529
0.19880000 -22367.67829452 0.02394216
0.19920000 -22367.67798058 0.02401729
0.19960000 -22367.67766064 0.02409796
0.20000000 -22367.67732143 0.02419740
0.20040000 -22367.67701185 0.02426675
0.20080000 -22367.67668014 0.02435774
0.20120000 -22367.67637912 0.02441756
0.20160000 -22367.67605707 0.02449793
0.20200000 -22367.67573240 0.02458044
0.20240000 -22367.67542893 0.02464127
0.20280000 -22367.67510830 0.02471878
0.20320000 -22367.67477903 0.02480444
0.20360000 -22367.67443761 0.02490179
0.20400000 -22367.67412758 0.02496726
0.20440000 -22367.67380379 0.02504601
0.20480000 -22367.67346988 0.02513439
0.20520000 -22367.67315139 0.02520688
0.20560000 -22367.67280350 0.02530830
0.20600000 -22367.67248765 0.02537719
0.20640000 -22367.67215432 0.02546307
0.20680000 -22367.67179803 0.02557145
0.20720000 -22367.67151291 0.02560816
0.20760000 -22367.67116552 0.02570668
0.20800000 -22367.67082722 0.02579561
0.20840000 -22367.67052753 0.02584547
0.20880000 -22367.67017194 0.02595074
0.20920000 -22367.66982121 0.02605067
0.20960000 -22367.66949124 0.02612936
0.21000000 -22367.66916518 0.02620366
0.21040000 -22367.66883359 0.02628301
0.21080000 -22367.66850555 0.02635833
0.21120000 -22367.66816245 0.02644822
0.21160000 -22367.66782592 0.02653108
0.21200000 -22367.66747496 0.02662788
0.21240000 -22367.66714754 0.02670066
0.21280000 -22367.66683432 0.02675876
0.21320000 -22367.66647972 0.02685776
0.21360000 -22367.66613725 0.02694415
0.21400000 -22367.66582354 0.02700130
0.21440000 -22367.66545104 0.02711675
0.21480000 -22367.66510543 0.02720485
0.21520000 -22367.66477006 0.02728222
0.21560000 -22367.66440333 0.02739047
0.21600000 -22367.66408378 0.02745105
0.21640000 -22367.66374731 0.02752809
0.21680000 -22367.66337836 0.02763712
0.21720000 -22367.66304744 0.02770764
0.21760000 -22367.66269986 0.02779433
0.21800000 -22367.66235285 0.02787998
0.21840000 -22367.66201640 0.02795460
0.21880000 -22367.66165732 0.02805136
0.21920000 -22367.66129981 0.02814607
0.21960000 -22367.66094934 0.02823325
0.22000000 -22367.66058091 0.02833793
0.22040000 -22367.66022317 0.02843143
0.22080000 -22367.65982488 0.02856499
0.22120000 -22367.65955151 0.02857317
0.22160000 -22367.65918283 0.02867617
0.22200000 -22367.65885030 0.02874254
0.22240000 -22367.65849924 0.02882696
0.22280000 -22367.65813421 0.02892486
0.22320000 -22367.65779621 0.02899527
0.22360000 -22367.65744755 0.02907584
0.22400000 -22367.65708286 0.02917198
0.22440000 -22367.65670869 0.02927711
0.22480000 -22367.65636919 0.02934709
0.22520000 -22367.65601778 0.02942849
0.22560000 -22367.65564619 0.02952961
0.22600000 -22367.65530873 0.02959611
0.22640000 -22367.65492433 0.02970907
0.22680000 -22367.65456804 0.02979344
0.22720000 -22367.65422988 0.02985919
0.22760000 -22367.65385013 0.02996607
0.22800000 -22367.65349875 0.03004409
0.22840000 -22367.65313356 0.03013544
0.22880000 -22367.65278610 0.03020858
0.22920000 -22367.65241694 0.03030294
0.22960000 -22367.65204089 0.03040370
0.23000000 -22367.65167818 0.03049066
0.23040000 -22367.65132049 0.03057211
0.23080000 -22367.65095778 0.03065810
0.23120000 -22367.65059048 0.03074820
0.23160000 -22367.65019861 0.03086239
0.23200000 -22367.64982414 0.03095870
0.23240000 -22367.64948321 0.03102099
0.23280000 -22367.64912815 0.03109693
0.23320000 -22367.64872783 0.03121765
0.23360000 -22367.64836808 0.03129732
0.23400000 -22367.64799881 0.03138603
0.23440000 -22367.64760272 0.03150108
0.23480000 -22367.64724278 0.03157949
0.23520000 -22367.64684279 0.03169749
0.23560000 -22367.64650101 0.03175679
0.23600000 -22367.64612713 0.03184771
0.23640000 -22367.64574937 0.03194203
0.23680000 -22367.64536493 0.03204255
0.23720000 -22367.64499359 0.03212949
0.23760000 -22367.64461431 0.03222388
0.23800000 -22367.64422602 0.03232682
0.23840000 -22367.64385048 0.03241652
0.23880000 -22367.64350589 0.03247478
0.23920000 -22367.64312211 0.03257177
0.23960000 -22367.64273807 0.03266852
0.24000000 -22367.64236764 0.03275119
0.24040000 -22367.64197868 0.03285192
0.24080000 -22367.64158696 0.03295492
0.24120000 -22367.64121217 0.03304051
0.24160000 -22367.64082765 0.03313535
0.24200000 -22367.64045976 0.03321308
0.24240000 -22367.64008773 0.03329447
0.24280000 -22367.63970490 0.03338618
0.24320000 -22367.63931647 0.03348301
0.24360000 -22367.63892184 0.03358556
0.24400000 -22367.63853556 0.03367928
0.24440000 -22367.63816321 0.03375859
0.24480000 -22367.63776828 0.03385999
0.24520000 -22367.63737487 0.03395941
0.24560000 -22367.63700597 0.03403383
0.24600000 -22367.63659645 0.03414839
0.24640000 -22367.63620559 0.03424381
0.24680000 -22367.63582485 0.03432863
0.24720000 -22367.63543371 0.03442337
0.24760000 -22367.63503299 0.03452721
0.24800000 -22367.63464929 0.03461355
0.24840000 -22367.63426959 0.03469540
0.24880000 -22367.63385108 0.03481560
0.24920000 -22367.63348010 0.03488777
0.24960000 -22367.63308026 0.03498834
0.25000000 -22367.63266329 0.03510555
0.25040000 -22367.63228374 0.03518486
0.25080000 -22367.63189494 0.03527294
0.25120000 -22367.63151132 0.03535536
0.25160000 -22367.63111450 0.03545049
0.25200000 -22367.63070346 0.03555938
0.25240000 -22367.63029735 0.03566285
0.25280000 -22367.62990604 0.03575104
0.25320000 -22367.62948779 0.03586569
0.25360000 -22367.62909919 0.03595020
0.25400000 -22367.62868760 0.03605724
0.25440000 -22367.62830121 0.03613859
0.25480000 -22367.62790634 0.03622794
0.25520000 -22367.62748367 0.03634461
0.25560000 -22367.62710740 0.03641440
0.25600000 -22367.62667865 0.03653618
0.25640000 -22367.62629203 0.03661537
0.25680000 -22367.62587156 0.03672792
0.25720000 -22367.62548033 0.03681075
0.25760000 -22367.62506821 0.03691399
0.25800000 -22367.62466337 0.03700947
0.25840000 -22367.62425074 0.03711226
0.25880000 -22367.62385257 0.03720011
0.25920000 -22367.62344499 0.03729689
0.25960000 -22367.62301985 0.03741075
0.26000000 -22367.62264115 0.03747769
0.26040000 -22367.62220657 0.03760002
0.26080000 -22367.62177863 0.03771525
0.26120000 -22367.62139357 0.03778711
0.26160000 -22367.62097043 0.03789657
0.26200000 -22367.62058023 0.03797261
0.26240000 -22367.62015464 0.03808356
0.26280000 -22367.61972737 0.03819571
0.26320000 -22367.61931541 0.03829207
0.26360000 -22367.61890773 0.03838367
0.26400000 -22367.61850468 0.03847015
0.26440000 -22367.61810671 0.03855109
0.26480000 -22367.61766283 0.03867745
0.26520000 -22367.61724510 0.03877718
0.26560000 -22367.61680916 0.03889464
0.26600000 -22367.61640003 0.03898480
0.26640000 -22367.61597942 0.03908598
0.26680000 -22367.61555397 0.03919150
0.26720000 -22367.61515050 0.03927458
0.26760000 -22367.61472364 0.03938056
0.26800000 -22367.61432092 0.03946192
0.26840000 -22367.61387728 0.03958372
0.26880000 -22367.61347399 0.03966468
0.26920000 -22367.61304561 0.03977027
0.26960000 -22367.61260949 0.03988310
0.27000000 -22367.61219452 0.03997432
0.27040000 -22367.61176029 0.04008431
0.27080000 -22367.61133931 0.04018057
0.27120000 -22367.61091421 0.04028047
0.27160000 -22367.61048516 0.04038384
0.27200000 -22367.61005329 0.04048954
0.27240000 -22367.60962251 0.04059369
0.27280000 -22367.60919762 0.04069145
0.27320000 -22367.60877828 0.04078320
0.27360000 -22367.60831781 0.04091559
0.27400000 -22367.60789482 0.04101002
0.27440000 -22367.60747296 0.04110283
0.27480000 -22367.60704381 0.04120247
0.27520000 -22367.60658007 0.04133621
0.27560000 -22367.60615419 0.04143161
0.27600000 -22367.60572264 0.04153220
0.27640000 -22367.60527264 0.04165075
0.27680000 -22367.60486774 0.04172374
0.27720000 -22367.60441826 0.04184082
0.27760000 -22367.60400864 0.04191755
0.27800000 -22367.60355110 0.04204174
0.27840000 -22367.60311539 0.04214361
